qstamp_start,qstamp_end,Flute 1,Flute 2,Oboe 1,Oboe 2,A Clarinet 1,A Clarinet 2,Bassoon 1,Bassoon 2,F Horn 1,F Horn 2,F Horn 3,F Horn 4,F Trumpet 1,F Trumpet 2,Tenor Trombone 1,Tenor Trombone 2,Bass Trombone,Tuba,Timpani,Violin 1,Violin 2,Viola,Violoncello,Contrabass
1642.0,1650.0,U(Flute 2)&P4(Oboe 2)&P4(A Clarinet 2)&P8(F Trumpet 1),U(Flute 1)&P4(Oboe 2)&P4(A Clarinet 2)&P8(F Trumpet 1),Main Part,P4(Flute 1)&P4(Flute 2)&U(A Clarinet 2)&P4(F Trumpet 1),U(Main),P4(Flute 1)&P4(Flute 2)&U(Oboe 2)&P4(F Trumpet 1),P8(Bassoon 2)&U(Violoncello)&P8(Contrabass),P8(Bassoon 1)&P8(Violoncello)&U(Contrabass),P6(F Horn 2),P6(F Horn 1),,,P8(Flute 1)&P8(Flute 2)&P4(Oboe 2)&P4(A Clarinet 2),,P3(Bass Trombone)&P2(Tuba),,P3(Tenor Trombone 1)&P4(Tuba),P2(Tenor Trombone 1)&P4(Bass Trombone),,,,,U(Bassoon 1)&P8(Bassoon 2)&P8(Contrabass),P8(Bassoon 1)&U(Bassoon 2)&P8(Violoncello)
1650.0,1658.0,Main Part,U(Main)&P8(F Trumpet 1)&P8(Violin 1),U(A Clarinet 1)&P3(Bassoon 1)&P3(Bassoon 2)&P8(F Horn 2)&P3(F Horn 4)&P3(Timpani)&P3(Violoncello)&P3(Contrabass),U(A Clarinet 2)&U(F Horn 1)&U(Viola),U(Oboe 1)&P3(Bassoon 1)&P3(Bassoon 2)&P8(F Horn 2)&P3(F Horn 4)&P3(Timpani)&P3(Violoncello)&P3(Contrabass),U(Oboe 2)&U(F Horn 1)&U(Viola),P3(Oboe 1)&P3(A Clarinet 1)&P8(Bassoon 2)&P3(F Horn 2)&U(F Horn 4)&U(Timpani)&U(Violoncello)&P8(Contrabass),P3(Oboe 1)&P3(A Clarinet 1)&P8(Bassoon 1)&P3(F Horn 2)&P8(F Horn 4)&P8(Timpani)&P8(Violoncello)&U(Contrabass),U(Oboe 2)&U(A Clarinet 2)&U(Viola),P8(Oboe 1)&P8(A Clarinet 1)&P3(Bassoon 1)&P3(Bassoon 2)&P3(F Horn 4)&P3(Timpani)&P3(Violoncello)&P3(Contrabass),,P3(Oboe 1)&P3(A Clarinet 1)&U(Bassoon 1)&P8(Bassoon 2)&P3(F Horn 2)&U(Timpani)&U(Violoncello)&P8(Contrabass),P8(Main)&P8(Flute 2)&U(Violin 1),,,,,,P3(Oboe 1)&P3(A Clarinet 1)&U(Bassoon 1)&P8(Bassoon 2)&P3(F Horn 2)&U(F Horn 4)&U(Violoncello)&P8(Contrabass),P8(Main)&P8(Flute 2)&U(F Trumpet 1),,U(Oboe 2)&U(A Clarinet 2)&U(F Horn 1),P3(Oboe 1)&P3(A Clarinet 1)&U(Bassoon 1)&P8(Bassoon 2)&P3(F Horn 2)&U(F Horn 4)&U(Timpani)&P8(Contrabass),P3(Oboe 1)&P3(A Clarinet 1)&P8(Bassoon 1)&U(Bassoon 2)&P3(F Horn 2)&P8(F Horn 4)&P8(Timpani)&P8(Violoncello)
1658.0,1670.0,Main Part,U(Main)&P8(Violin 1),U(A Clarinet 1),U(A Clarinet 2),U(Oboe 1),U(Oboe 2),,P8(Violoncello)&U(Contrabass),,,,,,,,,,,,P8(Main)&P8(Flute 2),,,P8(Bassoon 2)&P8(Contrabass),U(Bassoon 2)&P8(Violoncello)
1670.0,1674.0,U(Flute 2)&P3(Oboe 1)&P8(Oboe 2)&P3(A Clarinet 1)&P8(A Clarinet 2),U(Flute 1)&P3(Oboe 1)&P8(Oboe 2)&P3(A Clarinet 1)&P8(A Clarinet 2),P3(Flute 1)&P3(Flute 2)&P3(Oboe 2)&U(A Clarinet 1)&P3(A Clarinet 2),P8(Flute 1)&P8(Flute 2)&P3(Oboe 1)&P3(A Clarinet 1)&U(A Clarinet 2),P3(Flute 1)&P3(Flute 2)&U(Oboe 1)&P3(Oboe 2)&P3(A Clarinet 2),P8(Flute 1)&P8(Flute 2)&P3(Oboe 1)&U(Oboe 2)&P3(A Clarinet 1),Main Part,P8(Main)&P8(Violoncello)&U(Contrabass),,,,,P8(F Trumpet 2),P8(F Trumpet 1),P3(Tenor Trombone 2)&P8(Bass Trombone)&P8(Tuba),P3(Tenor Trombone 1)&P3(Bass Trombone)&P3(Tuba),P8(Tenor Trombone 1)&P3(Tenor Trombone 2)&P8(Tuba),P8(Tenor Trombone 1)&P3(Tenor Trombone 2)&P8(Bass Trombone),,,,,U(Main)&P8(Bassoon 2)&P8(Contrabass),P8(Main)&U(Bassoon 2)&P8(Violoncello)
1674.0,1678.0,Main Part,U(Main)&P8(Oboe 2)&P8(A Clarinet 2)&P8(Violin 1),U(A Clarinet 1)&P3(Tenor Trombone 2),P8(Main)&P8(Flute 2)&U(A Clarinet 2)&U(Violin 1),U(Oboe 1)&P3(Tenor Trombone 2),P8(Main)&P8(Flute 2)&U(Oboe 2)&U(Violin 1),P8(Bassoon 2)&U(Timpani)&U(Violoncello)&P8(Contrabass),P8(Bassoon 1)&P8(Timpani)&P8(Violoncello)&U(Contrabass),,,,,P8(F Trumpet 2),P8(F Trumpet 1),,P3(Oboe 1)&P3(A Clarinet 1),P8(Tuba),P8(Bass Trombone),U(Bassoon 1)&P8(Bassoon 2)&U(Violoncello)&P8(Contrabass),P8(Main)&P8(Flute 2)&U(Oboe 2)&U(A Clarinet 2),P8(Viola),P8(Violin 2),U(Bassoon 1)&P8(Bassoon 2)&U(Timpani)&P8(Contrabass),P8(Bassoon 1)&U(Bassoon 2)&P8(Timpani)&P8(Violoncello)
1678.0,1682.0,U(Flute 2)&P8(Oboe 2)&P8(A Clarinet 2)&P8(F Trumpet 1)&P8(F Trumpet 2)&P8(Violin 1),U(Flute 1)&P8(Oboe 2)&P8(A Clarinet 2)&P8(F Trumpet 1)&P8(F Trumpet 2)&P8(Violin 1),U(A Clarinet 1)&P8(Violin 2)&P8(Viola),P8(Flute 1)&P8(Flute 2)&U(A Clarinet 2)&U(F Trumpet 1)&P8(F Trumpet 2)&U(Violin 1),U(Oboe 1)&P8(Violin 2)&P8(Viola),P8(Flute 1)&P8(Flute 2)&U(Oboe 2)&U(F Trumpet 1)&P8(F Trumpet 2)&U(Violin 1),Main Part,P8(Main)&P8(Violoncello)&U(Contrabass),,,P3(F Horn 4),P3(F Horn 3),P8(Flute 1)&P8(Flute 2)&U(Oboe 2)&U(A Clarinet 2)&P8(F Trumpet 2)&U(Violin 1),P8(Flute 1)&P8(Flute 2)&P8(Oboe 2)&P8(A Clarinet 2)&P8(F Trumpet 1)&P8(Violin 1),,P4(Bass Trombone)&P4(Tuba),P4(Tenor Trombone 2)&P8(Tuba),P4(Tenor Trombone 2)&P8(Bass Trombone),,P8(Flute 1)&P8(Flute 2)&U(Oboe 2)&U(A Clarinet 2)&U(F Trumpet 1)&P8(F Trumpet 2),P8(Oboe 1)&P8(A Clarinet 1)&P8(Viola),P8(Oboe 1)&P8(A Clarinet 1)&P8(Violin 2),U(Main)&P8(Bassoon 2)&P8(Contrabass),P8(Main)&U(Bassoon 2)&P8(Violoncello)
1682.0,1686.0,U(Flute 2)&P8(Tenor Trombone 1)&P4(Tenor Trombone 2)&P8(Violin 1),U(Flute 1)&P8(Tenor Trombone 1)&P4(Tenor Trombone 2)&P8(Violin 1),U(A Clarinet 1),U(A Clarinet 2),U(Oboe 1),U(Oboe 2),P8(Bassoon 2)&U(Violoncello)&P8(Contrabass),P8(Bassoon 1)&P8(Violoncello)&U(Contrabass),P8(F Horn 2),P8(F Horn 1),P3(F Horn 4),P3(F Horn 3),Main Part,P8(Main),P8(Flute 1)&P8(Flute 2)&P4(Tenor Trombone 2)&P8(Violin 1),P4(Flute 1)&P4(Flute 2)&P4(Tenor Trombone 1)&P4(Bass Trombone)&P4(Tuba)&P4(Violin 1),P4(Tenor Trombone 2)&P8(Tuba),P4(Tenor Trombone 2)&P8(Bass Trombone),,P8(Flute 1)&P8(Flute 2)&P8(Tenor Trombone 1)&P4(Tenor Trombone 2),,,U(Bassoon 1)&P8(Bassoon 2)&P8(Contrabass),P8(Bassoon 1)&U(Bassoon 2)&P8(Violoncello)
1686.0,1690.0,P8(Tenor Trombone 1)&P8(Violin 1),P8(Violin 2),P5(Oboe 2),P5(Oboe 1),P2(Tenor Trombone 2),P8(Viola),P8(Bassoon 2)&P5(F Horn 1)&P5(F Horn 2)&U(Violoncello)&P8(Contrabass),P8(Bassoon 1)&P5(F Horn 1)&P5(F Horn 2)&P8(Violoncello)&U(Contrabass),P5(Bassoon 1)&P5(Bassoon 2)&P8(F Horn 2)&P5(F Horn 3)&P5(Violoncello)&P5(Contrabass),P5(Bassoon 1)&P5(Bassoon 2)&P8(F Horn 1)&P5(F Horn 3)&P5(Violoncello)&P5(Contrabass),P5(F Horn 1)&P5(F Horn 2),P3(Main)&P3(F Trumpet 2),Main Part,P3(F Horn 4)&P8(Main),P8(Flute 1)&P8(Violin 1),P2(A Clarinet 1),P8(Tuba),P8(Bass Trombone),,P8(Flute 1)&P8(Tenor Trombone 1),P8(Flute 2),P8(A Clarinet 2),U(Bassoon 1)&P8(Bassoon 2)&P5(F Horn 1)&P5(F Horn 2)&P8(Contrabass),P8(Bassoon 1)&U(Bassoon 2)&P5(F Horn 1)&P5(F Horn 2)&P8(Violoncello)
1690.0,1694.0,P8(A Clarinet 1)&P8(Tenor Trombone 1)&P8(Violin 1),P8(F Horn 3)&P8(Tenor Trombone 2)&P8(Violin 2),P5(Oboe 2),P5(Oboe 1),P8(Flute 1)&P8(Tenor Trombone 1)&U(Violin 1),P8(Viola),P8(Bassoon 2)&U(Bass Trombone)&P8(Tuba)&U(Violoncello)&P8(Contrabass),P8(Bassoon 1)&P8(Bass Trombone)&U(Tuba)&P8(Violoncello)&U(Contrabass),P8(F Horn 2),P8(F Horn 1),P8(Flute 2)&U(Tenor Trombone 2)&P8(Violin 2),,Main Part,,P8(Flute 1)&P8(A Clarinet 1)&P8(Violin 1),P8(Flute 2)&U(F Horn 3)&P8(Violin 2),U(Bassoon 1)&P8(Bassoon 2)&P8(Tuba)&U(Violoncello)&P8(Contrabass),P8(Bassoon 1)&U(Bassoon 2)&P8(Bass Trombone)&P8(Violoncello)&U(Contrabass),,P8(Flute 1)&U(A Clarinet 1)&P8(Tenor Trombone 1),P8(Flute 2)&P8(F Horn 3)&P8(Tenor Trombone 2),P8(A Clarinet 2),U(Bassoon 1)&P8(Bassoon 2)&U(Bass Trombone)&P8(Tuba)&P8(Contrabass),P8(Bassoon 1)&U(Bassoon 2)&P8(Bass Trombone)&U(Tuba)&P8(Violoncello)
1694.0,1700.0,P3(Flute 2)&P8(Oboe 1),P3(Flute 1)&P3(Oboe 1),P8(Flute 1)&P3(Flute 2),,P3(F Horn 3)&P8(F Horn 4),P3(Tenor Trombone 2)&P3(Bass Trombone)&P3(Tuba)&U(Viola),P8(Bassoon 2),P8(Bassoon 1),P8(F Horn 2),P8(F Horn 1),P3(A Clarinet 1)&P3(F Horn 4),P8(A Clarinet 1)&P3(F Horn 3),Main Part,,,P3(A Clarinet 2)&P3(Viola),P3(A Clarinet 2)&P8(Tuba)&P3(Viola),P3(A Clarinet 2)&P8(Bass Trombone)&P3(Viola),,,,U(A Clarinet 2)&P3(Tenor Trombone 2)&P3(Bass Trombone)&P3(Tuba),P8(Contrabass),P8(Violoncello)
1700.0,1704.0,,,U(A Clarinet 1)&P3(A Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Viola),U(Main)&P8(Violin 2),U(Oboe 1)&P3(A Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Viola),P3(Oboe 1)&P3(A Clarinet 1)&P3(Bassoon 1)&P3(Bassoon 2)&P3(Viola),P8(Oboe 1)&P8(A Clarinet 1)&P3(A Clarinet 2)&U(Bassoon 2)&U(Viola),P8(Oboe 1)&P8(A Clarinet 1)&P3(A Clarinet 2)&U(Bassoon 1)&U(Viola),,,,,,,,,,,,Main Part,P8(Oboe 2)&P8(Main),P8(Oboe 1)&P8(A Clarinet 1)&P3(A Clarinet 2)&U(Bassoon 1)&U(Bassoon 2),P8(Contrabass),P8(Violoncello)
1704.0,1714.0,U(Flute 2),U(Flute 1),Main Part,P8(A Clarinet 2)&U(Violin 1)&P8(Violin 2),U(Main)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Viola),P8(Oboe 2)&P8(Violin 1)&U(Violin 2),P8(Main)&P8(A Clarinet 1)&U(Bassoon 2)&U(Viola),P8(Main)&P8(A Clarinet 1)&U(Bassoon 1)&U(Viola),,,,,,,,,,,,U(Oboe 2)&P8(A Clarinet 2)&P8(Violin 2),P8(Oboe 2)&U(A Clarinet 2)&P8(Violin 1),P8(Main)&P8(A Clarinet 1)&U(Bassoon 1)&U(Bassoon 2),P8(Contrabass),P8(Violoncello)
1714.0,1730.0,U(Flute 2),U(Flute 1),,,,,U(Bassoon 2),U(Bassoon 1),,,,,P8(F Trumpet 2)&P8(Timpani),P8(F Trumpet 1)&P8(Timpani),,,P8(Tuba),P8(Bass Trombone),P8(F Trumpet 1)&P8(F Trumpet 2),Main Part,P8(Main),,P8(Contrabass),P8(Violoncello)
1730.0,1746.0,U(Flute 2)&P8(Oboe 1),U(Flute 1)&P8(Oboe 1),P8(Flute 1)&P8(Flute 2),,U(A Clarinet 2),U(A Clarinet 1),P8(Bassoon 2),P8(Bassoon 1),,,P6(F Horn 4),P6(F Horn 3),Main Part,,,,P8(Tuba),P8(Bass Trombone),,P8(Violin 2),P8(Violin 1),,P8(Contrabass),P8(Violoncello)
1746.0,1750.0,U(Flute 2)&P8(Oboe 1)&P8(Viola),U(Flute 1)&P8(Oboe 1)&P8(Viola),P8(Flute 1)&P8(Flute 2)&P8(Viola),U(A Clarinet 1)&P8(A Clarinet 2)&P3(Violoncello)&P3(Contrabass),U(Oboe 2)&P8(A Clarinet 2)&P3(Violoncello)&P3(Contrabass),P8(Oboe 2)&P8(A Clarinet 1)&P3(Violoncello)&P3(Contrabass),P8(Bassoon 2),P8(Bassoon 1),,,,,U(F Trumpet 2),U(F Trumpet 1),,,Main Part,P8(Main),,P8(Violin 2),P8(Violin 1),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1),P3(Oboe 2)&P3(A Clarinet 1)&P3(A Clarinet 2)&P8(Contrabass),P3(Oboe 2)&P3(A Clarinet 1)&P3(A Clarinet 2)&P8(Violoncello)
1750.0,1762.0,U(Flute 2),U(Flute 1),P8(Oboe 2)&U(Main)&P8(A Clarinet 2),P8(Oboe 1)&P8(Main)&P8(A Clarinet 2),Main Part,P8(Oboe 1)&P8(Oboe 2)&P8(Main),P8(Bassoon 2),P8(Bassoon 1),,,,,P8(F Trumpet 2),P8(F Trumpet 1),,,,P8(Violoncello)&P8(Contrabass),,P8(Violin 2),P8(Violin 1),,P8(Tuba)&P8(Contrabass),P8(Tuba)&P8(Violoncello)
1762.0,1764.0,Main Part,U(Main),P8(Oboe 2)&U(A Clarinet 1)&P8(A Clarinet 2),P8(Oboe 1)&P8(A Clarinet 1)&U(A Clarinet 2),U(Oboe 1)&P8(Oboe 2)&P8(A Clarinet 2),P8(Oboe 1)&U(Oboe 2)&P8(A Clarinet 1),U(Viola),,P4(F Horn 2)&P6(F Horn 3)&P8(F Horn 4)&P6(Violin 1)&P6(Violin 2),P4(F Horn 1)&P3(F Horn 3)&P4(F Horn 4)&P3(Violin 1)&P3(Violin 2),P6(F Horn 1)&P3(F Horn 2)&P6(F Horn 4)&P8(Violin 1)&P8(Violin 2),P8(F Horn 1)&P4(F Horn 2)&P6(F Horn 3)&P6(Violin 1)&P6(Violin 2),P8(F Trumpet 2),P8(F Trumpet 1),P6(Tenor Trombone 2)&P3(Bass Trombone)&P4(Tuba),P6(Tenor Trombone 1)&P4(Bass Trombone)&P3(Tuba),P3(Tenor Trombone 1)&P4(Tenor Trombone 2)&P2(Tuba),P4(Tenor Trombone 1)&P3(Tenor Trombone 2)&P2(Bass Trombone),,P6(F Horn 1)&P3(F Horn 2)&P8(F Horn 3)&P6(F Horn 4)&P8(Violin 2),P6(F Horn 1)&P3(F Horn 2)&P8(F Horn 3)&P6(F Horn 4)&P8(Violin 1),U(Bassoon 1),P8(Contrabass),P8(Violoncello)
1764.0,1766.0,U(Flute 2)&P3(Violin 1)&P3(Violin 2),U(Flute 1)&P3(Violin 1)&P3(Violin 2),Main Part,P8(Main)&P8(A Clarinet 1)&U(A Clarinet 2),U(Main)&P8(Oboe 2)&P8(A Clarinet 2),P8(Main)&U(Oboe 2)&P8(A Clarinet 1),P3(Bassoon 2)&P3(Tenor Trombone 1)&P8(Bass Trombone)&U(Viola),P3(Bassoon 1)&U(Tenor Trombone 1)&P3(Bass Trombone)&P3(Viola),P8(F Horn 4),P3(F Horn 3)&P8(F Trumpet 1)&U(F Trumpet 2),P3(F Horn 2)&P3(F Trumpet 1)&P3(F Trumpet 2),P8(F Horn 1),P8(F Horn 2)&P3(F Horn 3)&P8(F Trumpet 2),U(F Horn 2)&P3(F Horn 3)&P8(F Trumpet 1),P3(Bassoon 1)&U(Bassoon 2)&P3(Bass Trombone)&P3(Viola),,P8(Bassoon 1)&P3(Bassoon 2)&P3(Tenor Trombone 1)&P8(Viola),,,P3(Flute 1)&P3(Flute 2)&P8(Violin 2),P3(Flute 1)&P3(Flute 2)&P8(Violin 1),U(Bassoon 1)&P3(Bassoon 2)&P3(Tenor Trombone 1)&P8(Bass Trombone),P8(Contrabass),P8(Violoncello)
1766.0,1768.0,Main Part,U(Main),P8(Oboe 2)&U(A Clarinet 1)&P8(A Clarinet 2)&P3(F Horn 2)&P3(F Trumpet 1)&P3(F Trumpet 2),P8(Oboe 1)&P8(A Clarinet 1)&U(A Clarinet 2)&P3(F Horn 2)&P3(F Trumpet 1)&P3(F Trumpet 2),U(Oboe 1)&P8(Oboe 2)&P8(A Clarinet 2)&P3(F Horn 2)&P3(F Trumpet 1)&P3(F Trumpet 2),P8(Oboe 1)&U(Oboe 2)&P8(A Clarinet 1)&P3(F Horn 2)&P3(F Trumpet 1)&P3(F Trumpet 2),P3(Bassoon 2)&U(Viola),P3(Bassoon 1)&P3(Viola),P3(F Horn 2)&P5(F Horn 3)&P8(F Horn 4)&P3(F Trumpet 1)&P3(F Trumpet 2),P3(Oboe 1)&P3(Oboe 2)&P3(A Clarinet 1)&P3(A Clarinet 2)&P3(F Horn 1)&P3(F Horn 3)&P3(F Horn 4)&P8(F Trumpet 1)&U(F Trumpet 2),P5(F Horn 1)&P3(F Horn 2)&P5(F Horn 4)&P3(F Trumpet 1)&P3(F Trumpet 2),P8(F Horn 1)&P3(F Horn 2)&P5(F Horn 3)&P3(F Trumpet 1)&P3(F Trumpet 2),P3(Oboe 1)&P3(Oboe 2)&P3(A Clarinet 1)&P3(A Clarinet 2)&P3(F Horn 1)&P8(F Horn 2)&P3(F Horn 3)&P3(F Horn 4)&P8(F Trumpet 2),P3(Oboe 1)&P3(Oboe 2)&P3(A Clarinet 1)&P3(A Clarinet 2)&P3(F Horn 1)&U(F Horn 2)&P3(F Horn 3)&P3(F Horn 4)&P8(F Trumpet 1),P5(Tenor Trombone 2)&P3(Bass Trombone)&P5(Tuba),P5(Tenor Trombone 1)&P3(Bass Trombone)&P8(Tuba),P3(Tenor Trombone 1)&P3(Tenor Trombone 2)&P3(Tuba),P5(Tenor Trombone 1)&P8(Tenor Trombone 2)&P3(Bass Trombone),,P8(Violin 2),P8(Violin 1),U(Bassoon 1)&P3(Bassoon 2),P8(Contrabass),P8(Violoncello)
1768.0,1770.0,U(Flute 2)&P8(F Horn 2)&P8(F Trumpet 1)&P8(F Trumpet 2),U(Flute 1)&P8(F Horn 2)&P8(F Trumpet 1)&P8(F Trumpet 2),Main Part,P8(Main)&P8(A Clarinet 1)&U(A Clarinet 2),P8(Main)&P8(Oboe 2)&P8(A Clarinet 2),P8(Main)&U(Oboe 2)&P8(A Clarinet 1),P3(Bassoon 2)&U(Viola),P3(Bassoon 1)&P3(Viola),P5(Violin 1)&P5(Violin 2),P8(Flute 1)&P8(Flute 2)&P8(F Trumpet 1)&U(F Trumpet 2),,,P8(Flute 1)&P8(Flute 2)&P8(F Horn 2)&P8(F Trumpet 2),P8(Flute 1)&P8(Flute 2)&U(F Horn 2)&P8(F Trumpet 1),,,P3(Tuba),P3(Bass Trombone),,P5(F Horn 1)&P8(Violin 2),P5(F Horn 1)&P8(Violin 1),U(Bassoon 1)&P3(Bassoon 2),P8(Contrabass),P8(Violoncello)
1770.0,1780.0,Main Part,U(Main),,,,,,,,,,,,,,,,P8(Violoncello)&P8(Contrabass),,P8(Violin 2),P8(Violin 1),,P8(Tuba)&P8(Contrabass),P8(Tuba)&P8(Violoncello)
1780.0,1794.0,Main Part,U(Main)&P8(Oboe 2),,P8(Main)&P8(Flute 2),,,P8(Bassoon 2)&P8(F Horn 1)&P8(F Horn 2)&P5(F Horn 3)&U(F Horn 4),P8(Bassoon 1)&P8(F Horn 1)&P8(F Horn 2)&P5(F Horn 3)&P8(F Horn 4),P8(Bassoon 1)&P8(Bassoon 2)&U(F Horn 2)&P5(F Horn 3)&P8(F Horn 4),P8(Bassoon 1)&P8(Bassoon 2)&U(F Horn 1)&P5(F Horn 3)&P8(F Horn 4),P5(Bassoon 1)&P5(Bassoon 2)&P5(F Horn 1)&P5(F Horn 2)&P5(F Horn 4),U(Bassoon 1)&P8(Bassoon 2)&P8(F Horn 1)&P8(F Horn 2)&P5(F Horn 3),,,,,P8(Tuba)&U(Violoncello)&P8(Contrabass),P8(Bass Trombone)&P8(Violoncello)&U(Contrabass),,P8(Violin 2),P8(Violin 1),,U(Bass Trombone)&P8(Tuba)&P8(Contrabass),P8(Bass Trombone)&U(Tuba)&P8(Violoncello)
1794.0,1802.0,U(Flute 2)&P5(Oboe 1)&P8(Oboe 2)&P5(A Clarinet 1)&P8(A Clarinet 2)&P4(F Trumpet 2)&P5(Tenor Trombone 1)&P4(Tenor Trombone 2)&P8(Bass Trombone)&P8(Tuba),U(Flute 1)&P5(Oboe 1)&P8(Oboe 2)&P5(A Clarinet 1)&P8(A Clarinet 2)&P4(F Trumpet 2)&P5(Tenor Trombone 1)&P4(Tenor Trombone 2)&P8(Bass Trombone)&P8(Tuba),P5(Flute 1)&P5(Flute 2)&P5(Oboe 2)&U(A Clarinet 1)&P5(A Clarinet 2)&P2(F Trumpet 2)&P8(Tenor Trombone 1)&P2(Tenor Trombone 2)&P5(Bass Trombone)&P5(Tuba),P8(Flute 1)&P8(Flute 2)&P5(Oboe 1)&P5(A Clarinet 1)&U(A Clarinet 2)&P4(F Trumpet 2)&P5(Tenor Trombone 1)&P4(Tenor Trombone 2)&P8(Bass Trombone)&P8(Tuba),P5(Flute 1)&P5(Flute 2)&U(Oboe 1)&P5(Oboe 2)&P5(A Clarinet 2)&P2(F Trumpet 2)&P8(Tenor Trombone 1)&P2(Tenor Trombone 2)&P5(Bass Trombone)&P5(Tuba),P8(Flute 1)&P8(Flute 2)&P5(Oboe 1)&U(Oboe 2)&P5(A Clarinet 1)&P4(F Trumpet 2)&P5(Tenor Trombone 1)&P4(Tenor Trombone 2)&P8(Bass Trombone)&P8(Tuba),P8(Bassoon 2)&U(F Horn 4)&U(Violoncello)&P8(Contrabass),P8(Bassoon 1)&P8(F Horn 4)&P8(Violoncello)&U(Contrabass),Main Part,,,U(Bassoon 1)&P8(Bassoon 2)&U(Violoncello)&P8(Contrabass),,P4(Flute 1)&P4(Flute 2)&P2(Oboe 1)&P4(Oboe 2)&P2(A Clarinet 1)&P4(A Clarinet 2)&P2(Tenor Trombone 1)&P8(Tenor Trombone 2)&P4(Bass Trombone)&P4(Tuba),P5(Flute 1)&P5(Flute 2)&P8(Oboe 1)&P5(Oboe 2)&P8(A Clarinet 1)&P5(A Clarinet 2)&P2(F Trumpet 2)&P2(Tenor Trombone 2)&P5(Bass Trombone)&P5(Tuba),P4(Flute 1)&P4(Flute 2)&P2(Oboe 1)&P4(Oboe 2)&P2(A Clarinet 1)&P4(A Clarinet 2)&P8(F Trumpet 2)&P2(Tenor Trombone 1)&P4(Bass Trombone)&P4(Tuba),P8(Flute 1)&P8(Flute 2)&P5(Oboe 1)&P8(Oboe 2)&P5(A Clarinet 1)&P8(A Clarinet 2)&P4(F Trumpet 2)&P5(Tenor Trombone 1)&P4(Tenor Trombone 2)&P8(Tuba),P8(Flute 1)&P8(Flute 2)&P5(Oboe 1)&P8(Oboe 2)&P5(A Clarinet 1)&P8(A Clarinet 2)&P4(F Trumpet 2)&P5(Tenor Trombone 1)&P4(Tenor Trombone 2)&P8(Bass Trombone),,P8(Violin 2),P8(Violin 1),,U(Bassoon 1)&P8(Bassoon 2)&U(F Horn 4)&P8(Contrabass),P8(Bassoon 1)&U(Bassoon 2)&P8(F Horn 4)&P8(Violoncello)
1802.0,1806.0,,,,,,,P8(Bassoon 2)&U(Main)&U(Violoncello)&P8(Contrabass),P8(Bassoon 1)&P8(Main)&P8(Violoncello)&U(Contrabass),P4(F Horn 2)&P4(F Horn 3)&P4(Viola),P4(F Horn 1)&U(F Horn 3)&U(Viola),P4(F Horn 1)&U(F Horn 2)&U(Viola),Main Part,,,,,,,,P8(Violin 2),P8(Violin 1),P4(F Horn 1)&U(F Horn 2)&U(F Horn 3),U(Bassoon 1)&P8(Bassoon 2)&U(Main)&P8(Contrabass),P8(Bassoon 1)&U(Bassoon 2)&P8(Main)&P8(Violoncello)
1806.0,1810.0,U(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(A Clarinet 1)&P8(A Clarinet 2),U(Flute 1)&P8(Oboe 1)&P8(Oboe 2)&P8(A Clarinet 1)&P8(A Clarinet 2),P8(Flute 1)&P8(Flute 2)&P8(Oboe 2)&U(A Clarinet 1)&P8(A Clarinet 2),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(A Clarinet 1)&U(A Clarinet 2),P8(Flute 1)&P8(Flute 2)&U(Oboe 1)&P8(Oboe 2)&P8(A Clarinet 2),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&U(Oboe 2)&P8(A Clarinet 1),P8(Bassoon 2)&P5(F Horn 2)&P5(F Horn 3)&U(F Horn 4)&P5(Viola)&U(Violoncello)&P8(Contrabass),P8(Bassoon 1)&P5(F Horn 2)&P5(F Horn 3)&P8(F Horn 4)&P5(Viola)&P8(Violoncello)&U(Contrabass),Main Part,P5(Bassoon 1)&P5(Bassoon 2)&U(F Horn 3)&P5(F Horn 4)&U(Viola)&P5(Violoncello)&P5(Contrabass),P5(Bassoon 1)&P5(Bassoon 2)&U(F Horn 2)&P5(F Horn 4)&U(Viola)&P5(Violoncello)&P5(Contrabass),U(Bassoon 1)&P8(Bassoon 2)&P5(F Horn 2)&P5(F Horn 3)&P5(Viola)&U(Violoncello)&P8(Contrabass),,,,,,,,P8(Main)&P8(Violin 2),U(Main)&P8(Violin 1),P5(Bassoon 1)&P5(Bassoon 2)&U(F Horn 2)&U(F Horn 3)&P5(F Horn 4)&P5(Violoncello)&P5(Contrabass),U(Bassoon 1)&P8(Bassoon 2)&P5(F Horn 2)&P5(F Horn 3)&U(F Horn 4)&P5(Viola)&P8(Contrabass),P8(Bassoon 1)&U(Bassoon 2)&P5(F Horn 2)&P5(F Horn 3)&P8(F Horn 4)&P5(Viola)&P8(Violoncello)
