qstamp_start,qstamp_end,Flute 1,Flute 2,Oboe 1,Oboe 2,Bb Clarinet 1,Bb Clarinet 2,Bassoon 1,Bassoon 2,D Horn 1,D Horn 2,Bb (basso) Horn 3,Bb (basso) Horn 4,D Trumpet 1,D Trumpet 2,"D, A Timpani",Violin 1,Violin 2,Viola,Violoncello,Contrabass
345.875,349.875,P5(Flute 2)&P8(Oboe 1)&P5(Bb Clarinet 1)&P5(Bassoon 1)&P3(Bassoon 2)&P8(D Horn 1)&P5(D Horn 2)&P8(Bb (basso) Horn 3)&P8(Bb (basso) Horn 4)&P5(Violin 2)&P5(Violoncello),P5(Flute 1)&P5(Oboe 1)&P8(Bb Clarinet 1)&P8(Bassoon 1)&P3(Bassoon 2)&P5(D Horn 1)&P8(D Horn 2)&P5(Bb (basso) Horn 3)&P5(Bb (basso) Horn 4)&P8(Violin 2)&P8(Violoncello),P8(Flute 1)&P5(Flute 2)&P5(Bb Clarinet 1)&P5(Bassoon 1)&P3(Bassoon 2)&P8(D Horn 1)&P5(D Horn 2)&P8(Bb (basso) Horn 3)&P8(Bb (basso) Horn 4)&P5(Violin 2)&P5(Violoncello),,P5(Flute 1)&P8(Flute 2)&P5(Oboe 1)&P8(Bassoon 1)&P3(Bassoon 2)&P5(D Horn 1)&P8(D Horn 2)&P5(Bb (basso) Horn 3)&P5(Bb (basso) Horn 4)&U(Violin 2)&P8(Violoncello),,P5(Flute 1)&P8(Flute 2)&P5(Oboe 1)&P8(Bb Clarinet 1)&P3(Bassoon 2)&P5(D Horn 1)&U(D Horn 2)&P5(Bb (basso) Horn 3)&P5(Bb (basso) Horn 4)&P8(Violin 2)&U(Violoncello),P3(Flute 1)&P3(Flute 2)&P3(Oboe 1)&P3(Bb Clarinet 1)&P3(Bassoon 1)&P3(D Horn 1)&P3(D Horn 2)&P3(Bb (basso) Horn 3)&P3(Bb (basso) Horn 4)&P3(Violin 2)&P3(Violoncello),P8(Flute 1)&P5(Flute 2)&P8(Oboe 1)&P5(Bb Clarinet 1)&P5(Bassoon 1)&P3(Bassoon 2)&P5(D Horn 2)&U(Bb (basso) Horn 3)&P8(Bb (basso) Horn 4)&P5(Violin 2)&P5(Violoncello),P5(Flute 1)&P8(Flute 2)&P5(Oboe 1)&P8(Bb Clarinet 1)&U(Bassoon 1)&P3(Bassoon 2)&P5(D Horn 1)&P5(Bb (basso) Horn 3)&P5(Bb (basso) Horn 4)&P8(Violin 2)&U(Violoncello),P8(Flute 1)&P5(Flute 2)&P8(Oboe 1)&P5(Bb Clarinet 1)&P5(Bassoon 1)&P3(Bassoon 2)&U(D Horn 1)&P5(D Horn 2)&P8(Bb (basso) Horn 4)&P5(Violin 2)&P5(Violoncello),P8(Flute 1)&P5(Flute 2)&P8(Oboe 1)&P5(Bb Clarinet 1)&P5(Bassoon 1)&P3(Bassoon 2)&P8(D Horn 1)&P5(D Horn 2)&P8(Bb (basso) Horn 3)&P5(Violin 2)&P5(Violoncello),"U(D Trumpet 2)&P8(D, A Timpani)","U(D Trumpet 1)&P8(D, A Timpani)",P8(D Trumpet 1)&P8(D Trumpet 2),,P5(Flute 1)&P8(Flute 2)&P5(Oboe 1)&U(Bb Clarinet 1)&P8(Bassoon 1)&P3(Bassoon 2)&P5(D Horn 1)&P8(D Horn 2)&P5(Bb (basso) Horn 3)&P5(Bb (basso) Horn 4)&P8(Violoncello),Main Part,P5(Flute 1)&P8(Flute 2)&P5(Oboe 1)&P8(Bb Clarinet 1)&U(Bassoon 1)&P3(Bassoon 2)&P5(D Horn 1)&U(D Horn 2)&P5(Bb (basso) Horn 3)&P5(Bb (basso) Horn 4)&P8(Violin 2),
349.875,353.875,P5(Flute 2)&P8(Oboe 1)&P5(Bb Clarinet 1)&P5(Bassoon 1)&P3(Bassoon 2)&P8(D Horn 1)&P5(D Horn 2)&P8(Bb (basso) Horn 3)&P8(Bb (basso) Horn 4)&P5(Violin 2)&P5(Violoncello),P5(Flute 1)&P5(Oboe 1)&P8(Bb Clarinet 1)&P8(Bassoon 1)&P3(Bassoon 2)&P5(D Horn 1)&P8(D Horn 2)&P5(Bb (basso) Horn 3)&P5(Bb (basso) Horn 4)&P8(Violin 2)&P8(Violoncello),P8(Flute 1)&P5(Flute 2)&P5(Bb Clarinet 1)&P5(Bassoon 1)&P3(Bassoon 2)&P8(D Horn 1)&P5(D Horn 2)&P8(Bb (basso) Horn 3)&P8(Bb (basso) Horn 4)&P5(Violin 2)&P5(Violoncello),,P5(Flute 1)&P8(Flute 2)&P5(Oboe 1)&P8(Bassoon 1)&P3(Bassoon 2)&P5(D Horn 1)&P8(D Horn 2)&P5(Bb (basso) Horn 3)&P5(Bb (basso) Horn 4)&U(Violin 2)&P8(Violoncello),,P5(Flute 1)&P8(Flute 2)&P5(Oboe 1)&P8(Bb Clarinet 1)&P3(Bassoon 2)&P5(D Horn 1)&U(D Horn 2)&P5(Bb (basso) Horn 3)&P5(Bb (basso) Horn 4)&P8(Violin 2)&U(Violoncello),P3(Flute 1)&P3(Flute 2)&P3(Oboe 1)&P3(Bb Clarinet 1)&P3(Bassoon 1)&P3(D Horn 1)&P3(D Horn 2)&P3(Bb (basso) Horn 3)&P3(Bb (basso) Horn 4)&P3(Violin 2)&P3(Violoncello),P8(Flute 1)&P5(Flute 2)&P8(Oboe 1)&P5(Bb Clarinet 1)&P5(Bassoon 1)&P3(Bassoon 2)&P5(D Horn 2)&U(Bb (basso) Horn 3)&P8(Bb (basso) Horn 4)&P5(Violin 2)&P5(Violoncello),P5(Flute 1)&P8(Flute 2)&P5(Oboe 1)&P8(Bb Clarinet 1)&U(Bassoon 1)&P3(Bassoon 2)&P5(D Horn 1)&P5(Bb (basso) Horn 3)&P5(Bb (basso) Horn 4)&P8(Violin 2)&U(Violoncello),P8(Flute 1)&P5(Flute 2)&P8(Oboe 1)&P5(Bb Clarinet 1)&P5(Bassoon 1)&P3(Bassoon 2)&U(D Horn 1)&P5(D Horn 2)&P8(Bb (basso) Horn 4)&P5(Violin 2)&P5(Violoncello),P8(Flute 1)&P5(Flute 2)&P8(Oboe 1)&P5(Bb Clarinet 1)&P5(Bassoon 1)&P3(Bassoon 2)&P8(D Horn 1)&P5(D Horn 2)&P8(Bb (basso) Horn 3)&P5(Violin 2)&P5(Violoncello),,,,Main Part,P5(Flute 1)&P8(Flute 2)&P5(Oboe 1)&U(Bb Clarinet 1)&P8(Bassoon 1)&P3(Bassoon 2)&P5(D Horn 1)&P8(D Horn 2)&P5(Bb (basso) Horn 3)&P5(Bb (basso) Horn 4)&P8(Violoncello),P8(Contrabass),P5(Flute 1)&P8(Flute 2)&P5(Oboe 1)&P8(Bb Clarinet 1)&U(Bassoon 1)&P3(Bassoon 2)&P5(D Horn 1)&U(D Horn 2)&P5(Bb (basso) Horn 3)&P5(Bb (basso) Horn 4)&P8(Violin 2),P8(Viola)
353.875,355.875,P8(Oboe 1)&P8(Bb (basso) Horn 3)&P8(Bb (basso) Horn 4),P8(Bb Clarinet 1)&P8(Violin 2)&P8(Violoncello),P8(Flute 1)&P8(Bb (basso) Horn 3)&P8(Bb (basso) Horn 4),,P8(Flute 2)&U(Violin 2)&P8(Violoncello),,,,,,P8(Flute 1)&P8(Oboe 1)&P8(Bb (basso) Horn 4),P8(Flute 1)&P8(Oboe 1)&P8(Bb (basso) Horn 3),"U(D Trumpet 2)&P8(D, A Timpani)","U(D Trumpet 1)&P8(D, A Timpani)",P8(D Trumpet 1)&P8(D Trumpet 2),,P8(Flute 2)&U(Bb Clarinet 1)&P8(Violoncello),Main Part,P8(Flute 2)&P8(Bb Clarinet 1)&P8(Violin 2),P8(Main)
355.875,356.875,P6(Flute 2)&P8(Oboe 1)&P6(Bb Clarinet 1)&P4(Bb Clarinet 2)&P8(Bb (basso) Horn 3)&P8(Bb (basso) Horn 4)&P6(Violin 2)&P6(Violoncello),P6(Flute 1)&P6(Oboe 1)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P6(Bb (basso) Horn 3)&P6(Bb (basso) Horn 4)&P8(Violin 2)&P8(Violoncello),P8(Flute 1)&P6(Flute 2)&P6(Bb Clarinet 1)&P4(Bb Clarinet 2)&P8(Bb (basso) Horn 3)&P8(Bb (basso) Horn 4)&P6(Violin 2)&P6(Violoncello),,P6(Flute 1)&P8(Flute 2)&P6(Oboe 1)&P3(Bb Clarinet 2)&P6(Bb (basso) Horn 3)&P6(Bb (basso) Horn 4)&U(Violin 2)&P8(Violoncello),P4(Flute 1)&P3(Flute 2)&P4(Oboe 1)&P3(Bb Clarinet 1)&P4(Bb (basso) Horn 3)&P4(Bb (basso) Horn 4)&P3(Violin 2)&P3(Violoncello),Main Part,,,,P8(Flute 1)&P6(Flute 2)&P8(Oboe 1)&P6(Bb Clarinet 1)&P4(Bb Clarinet 2)&P8(Bb (basso) Horn 4)&P6(Violin 2)&P6(Violoncello),P8(Flute 1)&P6(Flute 2)&P8(Oboe 1)&P6(Bb Clarinet 1)&P4(Bb Clarinet 2)&P8(Bb (basso) Horn 3)&P6(Violin 2)&P6(Violoncello),,,,P8(Viola),P6(Flute 1)&P8(Flute 2)&P6(Oboe 1)&U(Bb Clarinet 1)&P3(Bb Clarinet 2)&P6(Bb (basso) Horn 3)&P6(Bb (basso) Horn 4)&P8(Violoncello),P8(Violin 1),P6(Flute 1)&P8(Flute 2)&P6(Oboe 1)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P6(Bb (basso) Horn 3)&P6(Bb (basso) Horn 4)&P8(Violin 2),
356.875,359.875,P6(Flute 2)&P8(Oboe 1)&P6(Bb Clarinet 1)&P4(Bb Clarinet 2)&P4(Bassoon 2)&P8(Bb (basso) Horn 3)&P8(Bb (basso) Horn 4)&P6(Violin 2)&P6(Violoncello),P6(Flute 1)&P6(Oboe 1)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P3(Bassoon 2)&P6(Bb (basso) Horn 3)&P6(Bb (basso) Horn 4)&P8(Violin 2)&P8(Violoncello),P8(Flute 1)&P6(Flute 2)&P6(Bb Clarinet 1)&P4(Bb Clarinet 2)&P4(Bassoon 2)&P8(Bb (basso) Horn 3)&P8(Bb (basso) Horn 4)&P6(Violin 2)&P6(Violoncello),,P6(Flute 1)&P8(Flute 2)&P6(Oboe 1)&P3(Bb Clarinet 2)&P3(Bassoon 2)&P6(Bb (basso) Horn 3)&P6(Bb (basso) Horn 4)&U(Violin 2)&P8(Violoncello),P4(Flute 1)&P3(Flute 2)&P4(Oboe 1)&P3(Bb Clarinet 1)&P8(Bassoon 2)&P4(Bb (basso) Horn 3)&P4(Bb (basso) Horn 4)&P3(Violin 2)&P3(Violoncello),,P4(Flute 1)&P3(Flute 2)&P4(Oboe 1)&P3(Bb Clarinet 1)&P8(Bb Clarinet 2)&P4(Bb (basso) Horn 3)&P4(Bb (basso) Horn 4)&P3(Violin 2)&P3(Violoncello),P8(D Horn 2),P8(D Horn 1),P8(Flute 1)&P6(Flute 2)&P8(Oboe 1)&P6(Bb Clarinet 1)&P4(Bb Clarinet 2)&P4(Bassoon 2)&P8(Bb (basso) Horn 4)&P6(Violin 2)&P6(Violoncello),P8(Flute 1)&P6(Flute 2)&P8(Oboe 1)&P6(Bb Clarinet 1)&P4(Bb Clarinet 2)&P4(Bassoon 2)&P8(Bb (basso) Horn 3)&P6(Violin 2)&P6(Violoncello),"U(D Trumpet 2)&P8(D, A Timpani)","U(D Trumpet 1)&P8(D, A Timpani)",P8(D Trumpet 1)&P8(D Trumpet 2),Main Part,P6(Flute 1)&P8(Flute 2)&P6(Oboe 1)&U(Bb Clarinet 1)&P3(Bb Clarinet 2)&P3(Bassoon 2)&P6(Bb (basso) Horn 3)&P6(Bb (basso) Horn 4)&P8(Violoncello),P8(Main),P6(Flute 1)&P8(Flute 2)&P6(Oboe 1)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P3(Bassoon 2)&P6(Bb (basso) Horn 3)&P6(Bb (basso) Horn 4)&P8(Violin 2),
359.875,361.875,P4(Bb Clarinet 2)&P4(Bassoon 2)&P8(Bb (basso) Horn 3)&P8(Bb (basso) Horn 4)&P6(Violin 2)&P6(Violoncello),,,,,P4(Flute 1)&P8(Bassoon 2)&P4(Bb (basso) Horn 3)&P4(Bb (basso) Horn 4)&P3(Violin 2)&P3(Violoncello),Main Part,P4(Flute 1)&P8(Bb Clarinet 2)&P4(Bb (basso) Horn 3)&P4(Bb (basso) Horn 4)&P3(Violin 2)&P3(Violoncello),P8(D Horn 2),P8(D Horn 1),P8(Flute 1)&P4(Bb Clarinet 2)&P4(Bassoon 2)&P8(Bb (basso) Horn 4)&P6(Violin 2)&P6(Violoncello),P8(Flute 1)&P4(Bb Clarinet 2)&P4(Bassoon 2)&P8(Bb (basso) Horn 3)&P6(Violin 2)&P6(Violoncello),"U(D Trumpet 2)&P8(D, A Timpani)","U(D Trumpet 1)&P8(D, A Timpani)",P8(D Trumpet 1)&P8(D Trumpet 2),P8(Viola),P6(Flute 1)&P3(Bb Clarinet 2)&P3(Bassoon 2)&P6(Bb (basso) Horn 3)&P6(Bb (basso) Horn 4)&P8(Violoncello),P8(Violin 1),P6(Flute 1)&P3(Bb Clarinet 2)&P3(Bassoon 2)&P6(Bb (basso) Horn 3)&P6(Bb (basso) Horn 4)&P8(Violin 2),
361.875,365.875,Main Part,,,,,P8(Bassoon 2)&P4(Bb (basso) Horn 3)&P4(Bb (basso) Horn 4)&P3(Violoncello),,P8(Bb Clarinet 2)&P4(Bb (basso) Horn 3)&P4(Bb (basso) Horn 4)&P3(Violoncello),P8(D Horn 2),P8(D Horn 1),P4(Bb Clarinet 2)&P4(Bassoon 2)&P8(Bb (basso) Horn 4)&P6(Violoncello),P4(Bb Clarinet 2)&P4(Bassoon 2)&P8(Bb (basso) Horn 3)&P6(Violoncello),"U(D Trumpet 2)&P8(D, A Timpani)","U(D Trumpet 1)&P8(D, A Timpani)",P8(D Trumpet 1)&P8(D Trumpet 2),P8(Viola),,P8(Violin 1),P3(Bb Clarinet 2)&P3(Bassoon 2)&P6(Bb (basso) Horn 3)&P6(Bb (basso) Horn 4),
365.875,371.875,,P6(Oboe 2)&P6(Violin 2),,P6(Flute 2)&U(Violin 2),Main Part,P8(Bassoon 2),,P8(Bb Clarinet 2),P8(D Horn 2),P8(D Horn 1),P8(Bb (basso) Horn 4),P8(Bb (basso) Horn 3),"U(D Trumpet 2)&P8(D, A Timpani)","U(D Trumpet 1)&P8(D, A Timpani)",P8(D Trumpet 1)&P8(D Trumpet 2),P8(Viola),P6(Flute 2)&U(Oboe 2),P8(Violin 1),,
371.875,374.5,Main Part,,P8(Main)&P8(Bb Clarinet 1),P8(Bassoon 1)&U(Violin 2)&P6(Violoncello),P8(Main)&P8(Oboe 1),P8(Bassoon 2),P8(Oboe 2)&P8(Violin 2)&P6(Violoncello),P8(Bb Clarinet 2),P8(D Horn 2),P8(D Horn 1),P8(Bb (basso) Horn 4),P8(Bb (basso) Horn 3),U(D Trumpet 2),U(D Trumpet 1),,P8(Viola),U(Oboe 2)&P8(Bassoon 1)&P6(Violoncello),P8(Violin 1),P6(Oboe 2)&P6(Bassoon 1)&P6(Violin 2),
374.5,375.5,U(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&U(Main),U(Flute 1)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&U(Main),P8(Flute 1)&P8(Flute 2)&U(Oboe 2)&U(Bb Clarinet 1)&U(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Main),P8(Flute 1)&P8(Flute 2)&U(Oboe 1)&U(Bb Clarinet 1)&U(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Main),P8(Flute 1)&P8(Flute 2)&U(Oboe 1)&U(Oboe 2)&U(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Main),P8(Flute 1)&P8(Flute 2)&U(Oboe 1)&U(Oboe 2)&U(Bb Clarinet 1)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Main),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&U(Bassoon 2)&P8(Main),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&U(Bassoon 1)&P8(Main),U(D Horn 2)&U(Bb (basso) Horn 3)&U(Bb (basso) Horn 4)&P8(D Trumpet 1)&P8(D Trumpet 2)&P8(Violin 2)&P8(Viola)&P6(Violoncello)&P8(Contrabass),U(D Horn 1)&U(Bb (basso) Horn 3)&U(Bb (basso) Horn 4)&P8(D Trumpet 1)&P8(D Trumpet 2)&P8(Violin 2)&P8(Viola)&P6(Violoncello)&P8(Contrabass),U(D Horn 1)&U(D Horn 2)&U(Bb (basso) Horn 4)&P8(D Trumpet 1)&P8(D Trumpet 2)&P8(Violin 2)&P8(Viola)&P6(Violoncello)&P8(Contrabass),U(D Horn 1)&U(D Horn 2)&U(Bb (basso) Horn 3)&P8(D Trumpet 1)&P8(D Trumpet 2)&P8(Violin 2)&P8(Viola)&P6(Violoncello)&P8(Contrabass),P8(D Horn 1)&P8(D Horn 2)&P8(Bb (basso) Horn 3)&P8(Bb (basso) Horn 4)&U(D Trumpet 2)&U(Violin 2)&P8(Viola)&P6(Violoncello)&P8(Contrabass),P8(D Horn 1)&P8(D Horn 2)&P8(Bb (basso) Horn 3)&P8(Bb (basso) Horn 4)&U(D Trumpet 1)&U(Violin 2)&P8(Viola)&P6(Violoncello)&P8(Contrabass),,Main Part,P8(D Horn 1)&P8(D Horn 2)&P8(Bb (basso) Horn 3)&P8(Bb (basso) Horn 4)&U(D Trumpet 1)&U(D Trumpet 2)&P8(Viola)&P6(Violoncello)&P8(Contrabass),P8(D Horn 1)&P8(D Horn 2)&P8(Bb (basso) Horn 3)&P8(Bb (basso) Horn 4)&P8(D Trumpet 1)&P8(D Trumpet 2)&P8(Violin 2)&P6(Violoncello)&P8(Contrabass),P6(D Horn 1)&P6(D Horn 2)&P6(Bb (basso) Horn 3)&P6(Bb (basso) Horn 4)&P6(D Trumpet 1)&P6(D Trumpet 2)&P6(Violin 2)&P6(Viola)&P6(Contrabass),P8(D Horn 1)&P8(D Horn 2)&P8(Bb (basso) Horn 3)&P8(Bb (basso) Horn 4)&P8(D Trumpet 1)&P8(D Trumpet 2)&P8(Violin 2)&P8(Viola)&P6(Violoncello)
375.5,376.5,U(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&U(Violin 1),U(Flute 1)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&U(Violin 1),P8(Flute 1)&P8(Flute 2)&U(Oboe 2)&U(Bb Clarinet 1)&U(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Violin 1),P8(Flute 1)&P8(Flute 2)&U(Oboe 1)&U(Bb Clarinet 1)&U(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Violin 1),P8(Flute 1)&P8(Flute 2)&U(Oboe 1)&U(Oboe 2)&U(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Violin 1),P8(Flute 1)&P8(Flute 2)&U(Oboe 1)&U(Oboe 2)&U(Bb Clarinet 1)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Violin 1),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&U(Bassoon 2)&P8(Violin 1),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&U(Bassoon 1)&P8(Violin 1),"U(D Horn 2)&P6(D, A Timpani)","U(D Horn 1)&P6(D, A Timpani)",U(Bb (basso) Horn 4)&U(Main)&P8(Contrabass),U(Bb (basso) Horn 3)&U(Main)&P8(Contrabass),U(D Trumpet 2),U(D Trumpet 1),P6(D Horn 1)&P6(D Horn 2),U(Flute 1)&U(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2),,Main Part,,P8(Bb (basso) Horn 3)&P8(Bb (basso) Horn 4)&P8(Main)
376.5,377.5,U(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&U(Main)&P8(Violin 2),U(Flute 1)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&U(Main)&P8(Violin 2),P8(Flute 1)&P8(Flute 2)&U(Oboe 2)&U(Bb Clarinet 1)&U(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Main)&U(Violin 2),P8(Flute 1)&P8(Flute 2)&U(Oboe 1)&U(Bb Clarinet 1)&U(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Main)&U(Violin 2),P8(Flute 1)&P8(Flute 2)&U(Oboe 1)&U(Oboe 2)&U(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Main)&U(Violin 2),P8(Flute 1)&P8(Flute 2)&U(Oboe 1)&U(Oboe 2)&U(Bb Clarinet 1)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Main)&U(Violin 2),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&U(Bassoon 2)&P8(Main)&P8(Violin 2),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&U(Bassoon 1)&P8(Main)&P8(Violin 2),,,U(Bb (basso) Horn 4),U(Bb (basso) Horn 3),U(D Trumpet 2),U(D Trumpet 1),,Main Part,P8(Flute 1)&P8(Flute 2)&U(Oboe 1)&U(Oboe 2)&U(Bb Clarinet 1)&U(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Main),U(Violoncello)&P8(Contrabass),U(Viola)&P8(Contrabass),P8(Viola)&P8(Violoncello)
377.5,378.5,P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(D Trumpet 1)&P8(D Trumpet 2)&P8(Violin 1)&P8(Violin 2),P8(Flute 1)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(D Trumpet 1)&P8(D Trumpet 2)&U(Violin 1)&P8(Violin 2),P8(Flute 1)&P8(Flute 2)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(D Trumpet 1)&P8(D Trumpet 2)&P8(Violin 1)&U(Violin 2),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&U(Bb Clarinet 1)&U(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&U(D Trumpet 1)&U(D Trumpet 2)&P8(Violin 1)&P8(Violin 2),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&U(Oboe 2)&U(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&U(D Trumpet 1)&U(D Trumpet 2)&P8(Violin 1)&P8(Violin 2),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&U(Oboe 2)&U(Bb Clarinet 1)&P8(Bassoon 1)&P8(Bassoon 2)&U(D Trumpet 1)&U(D Trumpet 2)&P8(Violin 1)&P8(Violin 2),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&U(Bassoon 2)&P8(D Trumpet 1)&P8(D Trumpet 2)&P8(Violin 1)&P8(Violin 2),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&U(Bassoon 1)&P8(D Trumpet 1)&P8(D Trumpet 2)&P8(Violin 1)&P8(Violin 2),P8(D Horn 2),P8(D Horn 1),,,P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&U(Oboe 2)&U(Bb Clarinet 1)&U(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&U(D Trumpet 2)&P8(Violin 1)&P8(Violin 2),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&U(Oboe 2)&U(Bb Clarinet 1)&U(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&U(D Trumpet 1)&P8(Violin 1)&P8(Violin 2),,P8(Flute 1)&U(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(D Trumpet 1)&P8(D Trumpet 2)&P8(Violin 2),P8(Flute 1)&P8(Flute 2)&U(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(D Trumpet 1)&P8(D Trumpet 2)&P8(Violin 1),Main Part,U(Main)&P8(Contrabass),P8(Main)&P8(Violoncello)
