qstamp_start,qstamp_end,Piccolo,Flute 1,Flute 2,Oboe 1,Oboe 2,Bb Clarinet 1,Bb Clarinet 2,Bassoon 1,Bassoon 2,Contrabassoon,D Horn 1,D Horn 2,Bb (basso) Horn 3,Bb (basso) Horn 4,D Trumpet 1,D Trumpet 2,Alto Trombone,Tenor Trombone,Bass Trombone,"D, A Timpani",Triangle,Cymbals,Bass Drum,Soprano solo,Alto solo,Tenor solo,Bass solo,Soprano,Alto,Tenor,Bass,Violin 1,Violin 2,Viola,Violoncello,Contrabass
3607.0,3615.0,"P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(D Horn 1)&P8(D Horn 2)&P8(D Trumpet 1)&P8(D Trumpet 2)&P8(D, A Timpani)","P8(Piccolo)&U(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(D Horn 1)&P8(D Horn 2)&P8(D Trumpet 1)&P8(D Trumpet 2)&P8(D, A Timpani)","P8(Piccolo)&U(Flute 1)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(D Horn 1)&P8(D Horn 2)&P8(D Trumpet 1)&P8(D Trumpet 2)&P8(D, A Timpani)","P8(Piccolo)&P8(Flute 1)&P8(Flute 2)&U(Oboe 2)&U(Bb Clarinet 1)&U(Bb Clarinet 2)&P8(D Horn 1)&P8(D Horn 2)&U(D Trumpet 1)&P8(D Trumpet 2)&P8(D, A Timpani)","P8(Piccolo)&P8(Flute 1)&P8(Flute 2)&U(Oboe 1)&U(Bb Clarinet 1)&U(Bb Clarinet 2)&P8(D Horn 1)&P8(D Horn 2)&U(D Trumpet 1)&P8(D Trumpet 2)&P8(D, A Timpani)","P8(Piccolo)&P8(Flute 1)&P8(Flute 2)&U(Oboe 1)&U(Oboe 2)&U(Bb Clarinet 2)&P8(D Horn 1)&P8(D Horn 2)&U(D Trumpet 1)&P8(D Trumpet 2)&P8(D, A Timpani)","P8(Piccolo)&P8(Flute 1)&P8(Flute 2)&U(Oboe 1)&U(Oboe 2)&U(Bb Clarinet 1)&P8(D Horn 1)&P8(D Horn 2)&U(D Trumpet 1)&P8(D Trumpet 2)&P8(D, A Timpani)",U(Bassoon 2)&P8(Contrabassoon)&P8(Main)&P8(Violin 2)&P8(Viola)&U(Violoncello)&P8(Contrabass),U(Bassoon 1)&P8(Contrabassoon)&P8(Main)&P8(Violin 2)&P8(Viola)&U(Violoncello)&P8(Contrabass),P8(Bassoon 1)&P8(Bassoon 2)&P8(Main)&P8(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),"P8(Piccolo)&P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(D Horn 2)&P8(D Trumpet 1)&U(D Trumpet 2)&P8(D, A Timpani)","P8(Piccolo)&P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(D Horn 1)&P8(D Trumpet 1)&P8(D Trumpet 2)&P8(D, A Timpani)",,,"P8(Piccolo)&P8(Flute 1)&P8(Flute 2)&U(Oboe 1)&U(Oboe 2)&U(Bb Clarinet 1)&U(Bb Clarinet 2)&P8(D Horn 1)&P8(D Horn 2)&P8(D Trumpet 2)&P8(D, A Timpani)","P8(Piccolo)&P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&U(D Horn 1)&P8(D Horn 2)&P8(D Trumpet 1)&P8(D, A Timpani)",U(Tenor Trombone)&P8(Bass Trombone),U(Alto Trombone)&P8(Bass Trombone),P8(Alto Trombone)&P8(Tenor Trombone),P8(Piccolo)&P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(D Horn 1)&P8(D Horn 2)&P8(D Trumpet 1)&P8(D Trumpet 2),P2(Cymbals)&P3(Bass Drum),P2(Triangle)&P2(Bass Drum),P3(Triangle)&P2(Cymbals),,,,,,,,,Main Part,P8(Bassoon 1)&P8(Bassoon 2)&P8(Contrabassoon)&P8(Main)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Bassoon 1)&P8(Bassoon 2)&P8(Contrabassoon)&P8(Main)&P8(Violin 2)&P8(Violoncello)&P8(Contrabass),U(Bassoon 1)&U(Bassoon 2)&P8(Contrabassoon)&P8(Main)&P8(Violin 2)&P8(Viola)&P8(Contrabass),P8(Bassoon 1)&P8(Bassoon 2)&P8(Contrabassoon)&P8(Main)&P8(Violin 2)&P8(Viola)&P8(Violoncello)
3615.0,3617.0,P8(Flute 1)&P8(Oboe 1)&P8(D Horn 1),P8(Piccolo)&P8(Oboe 1)&P8(D Horn 1),P8(Oboe 2)&P8(Bb Clarinet 1)&P8(D Horn 2)&P8(D Trumpet 1),P8(Piccolo)&P8(Flute 1)&P8(D Horn 1),P8(Flute 2)&U(Bb Clarinet 1)&P8(D Horn 2)&U(D Trumpet 1),P8(Flute 2)&U(Oboe 2)&P8(D Horn 2)&U(D Trumpet 1),,P8(Bassoon 2)&P8(Contrabassoon)&U(Violoncello)&P8(Contrabass),P8(Bassoon 1)&P8(Contrabassoon)&P8(Violoncello)&P8(Contrabass),P8(Bassoon 1)&P8(Bassoon 2)&P8(Violoncello)&P8(Contrabass),P8(Piccolo)&P8(Flute 1)&P8(Oboe 1),P8(Flute 2)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(D Trumpet 1),,,P8(Flute 2)&U(Oboe 2)&U(Bb Clarinet 1)&P8(D Horn 2),"P8(D, A Timpani)",P3(Tenor Trombone)&P2(Bass Trombone)&P8(Soprano)&P3(Alto)&P3(Tenor)&P2(Bass),P3(Alto Trombone)&P4(Bass Trombone)&P3(Soprano)&P8(Alto)&U(Tenor)&P4(Bass),P2(Alto Trombone)&P4(Tenor Trombone)&P2(Soprano)&P4(Alto)&P4(Tenor)&U(Bass),P8(D Trumpet 2),P2(Cymbals)&P3(Bass Drum),P2(Triangle)&P2(Bass Drum),P3(Triangle)&P2(Cymbals),,,,,P8(Alto Trombone)&P3(Tenor Trombone)&P2(Bass Trombone)&P3(Alto)&P3(Tenor)&P2(Bass),P3(Alto Trombone)&P8(Tenor Trombone)&P4(Bass Trombone)&P3(Soprano)&P8(Tenor)&P4(Bass),P3(Alto Trombone)&U(Tenor Trombone)&P4(Bass Trombone)&P3(Soprano)&P8(Alto)&P4(Bass),P2(Alto Trombone)&P4(Tenor Trombone)&U(Bass Trombone)&P2(Soprano)&P4(Alto)&P4(Tenor),Main Part,P8(Main),,U(Bassoon 1)&P8(Bassoon 2)&P8(Contrabassoon)&P8(Contrabass),P8(Bassoon 1)&P8(Bassoon 2)&P8(Contrabassoon)&P8(Violoncello)
3617.0,3624.0,,,,P3(Oboe 2)&P8(D Horn 1),P3(Oboe 1)&P3(D Horn 1),,,P4(D Horn 2),,U(Contrabass),P8(Oboe 1)&P3(Oboe 2),P4(Bassoon 1),,,"P4(D Trumpet 2)&P4(D, A Timpani)&P8(Tenor)&P4(Bass)","P4(D Trumpet 1)&P8(D, A Timpani)&P4(Tenor)&P8(Bass)",P3(Tenor Trombone)&P2(Bass Trombone),P3(Alto Trombone)&P4(Bass Trombone),P2(Alto Trombone)&P4(Tenor Trombone),P4(D Trumpet 1)&P8(D Trumpet 2)&P4(Tenor)&P8(Bass),P2(Cymbals)&P3(Bass Drum),P2(Triangle)&P2(Bass Drum),P3(Triangle)&P2(Cymbals),,,,,Main Part,,"P8(D Trumpet 1)&P4(D Trumpet 2)&P4(D, A Timpani)&P4(Bass)","P4(D Trumpet 1)&P8(D Trumpet 2)&P8(D, A Timpani)&P4(Tenor)",,P3(Viola),P3(Violin 2),,U(Contrabassoon)
3624.0,3625.0,P8(Main)&P8(Viola),P8(Oboe 1)&P3(Oboe 2)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P3(Bassoon 2)&P8(D Horn 1),P3(Bassoon 1),P8(Flute 1)&P3(Oboe 2)&U(Bb Clarinet 1)&P3(Bb Clarinet 2)&P3(Bassoon 2)&P8(D Horn 1),P3(Flute 1)&P3(Oboe 1)&P3(Bb Clarinet 1)&U(Bb Clarinet 2)&P3(D Horn 1),P8(Flute 1)&U(Oboe 1)&P3(Oboe 2)&P3(Bb Clarinet 2)&P3(Bassoon 2)&P8(D Horn 1),P3(Flute 1)&P3(Oboe 1)&U(Oboe 2)&P3(Bb Clarinet 1)&P3(D Horn 1),P3(Flute 2),P3(Flute 1)&P3(Oboe 1)&P3(Bb Clarinet 1)&P3(D Horn 1),"P8(D Trumpet 1)&P8(D Trumpet 2)&P3(Alto Trombone)&P8(Tenor Trombone)&P8(Bass Trombone)&P8(D, A Timpani)&P4(Triangle)&P5(Cymbals)&P6(Bass Drum)&P3(Soprano)&P3(Alto)&P8(Tenor)&P8(Bass)&U(Contrabass)",P8(Flute 1)&P8(Oboe 1)&P3(Oboe 2)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P3(Bassoon 2),,,,"P8(Contrabassoon)&P8(D Trumpet 2)&P3(Alto Trombone)&P8(Tenor Trombone)&P8(Bass Trombone)&P8(D, A Timpani)&P4(Triangle)&P5(Cymbals)&P6(Bass Drum)&P3(Soprano)&P3(Alto)&P8(Tenor)&P8(Bass)&P8(Contrabass)","P8(Contrabassoon)&P8(D Trumpet 1)&P3(Alto Trombone)&U(Tenor Trombone)&U(Bass Trombone)&P8(D, A Timpani)&P4(Triangle)&P5(Cymbals)&P6(Bass Drum)&P3(Soprano)&P3(Alto)&U(Tenor)&U(Bass)&P8(Contrabass)","P3(Contrabassoon)&P3(D Trumpet 1)&P3(D Trumpet 2)&P3(Tenor Trombone)&P3(Bass Trombone)&P3(D, A Timpani)&P2(Triangle)&P3(Cymbals)&P4(Bass Drum)&P8(Soprano)&U(Alto)&P3(Tenor)&P3(Bass)&P3(Contrabass)","P8(Contrabassoon)&P8(D Trumpet 1)&U(D Trumpet 2)&P3(Alto Trombone)&U(Bass Trombone)&P8(D, A Timpani)&P4(Triangle)&P5(Cymbals)&P6(Bass Drum)&P3(Soprano)&P3(Alto)&U(Tenor)&U(Bass)&P8(Contrabass)","P8(Contrabassoon)&P8(D Trumpet 1)&U(D Trumpet 2)&P3(Alto Trombone)&U(Tenor Trombone)&P8(D, A Timpani)&P4(Triangle)&P5(Cymbals)&P6(Bass Drum)&P3(Soprano)&P3(Alto)&U(Tenor)&U(Bass)&P8(Contrabass)",P8(Contrabassoon)&P8(D Trumpet 1)&P8(D Trumpet 2)&P3(Alto Trombone)&P8(Tenor Trombone)&P8(Bass Trombone)&P4(Triangle)&P5(Cymbals)&P6(Bass Drum)&P3(Soprano)&P3(Alto)&P8(Tenor)&P8(Bass)&P8(Contrabass),"P4(Contrabassoon)&P4(D Trumpet 1)&P4(D Trumpet 2)&P2(Alto Trombone)&P4(Tenor Trombone)&P4(Bass Trombone)&P4(D, A Timpani)&P2(Cymbals)&P3(Bass Drum)&P2(Soprano)&P2(Alto)&P4(Tenor)&P4(Bass)&P4(Contrabass)","P5(Contrabassoon)&P5(D Trumpet 1)&P5(D Trumpet 2)&P3(Alto Trombone)&P5(Tenor Trombone)&P5(Bass Trombone)&P5(D, A Timpani)&P2(Triangle)&P2(Bass Drum)&P3(Soprano)&P3(Alto)&P5(Tenor)&P5(Bass)&P5(Contrabass)","P6(Contrabassoon)&P6(D Trumpet 1)&P6(D Trumpet 2)&P4(Alto Trombone)&P6(Tenor Trombone)&P6(Bass Trombone)&P6(D, A Timpani)&P3(Triangle)&P2(Cymbals)&P4(Soprano)&P4(Alto)&P6(Tenor)&P6(Bass)&P6(Contrabass)",,,,,"P3(Contrabassoon)&P3(D Trumpet 1)&P3(D Trumpet 2)&P8(Alto Trombone)&P3(Tenor Trombone)&P3(Bass Trombone)&P3(D, A Timpani)&P2(Triangle)&P3(Cymbals)&P4(Bass Drum)&P8(Alto)&P3(Tenor)&P3(Bass)&P3(Contrabass)","P3(Contrabassoon)&P3(D Trumpet 1)&P3(D Trumpet 2)&U(Alto Trombone)&P3(Tenor Trombone)&P3(Bass Trombone)&P3(D, A Timpani)&P2(Triangle)&P3(Cymbals)&P4(Bass Drum)&P8(Soprano)&P3(Tenor)&P3(Bass)&P3(Contrabass)","P8(Contrabassoon)&P8(D Trumpet 1)&U(D Trumpet 2)&P3(Alto Trombone)&U(Tenor Trombone)&U(Bass Trombone)&P8(D, A Timpani)&P4(Triangle)&P5(Cymbals)&P6(Bass Drum)&P3(Soprano)&P3(Alto)&U(Bass)&P8(Contrabass)","P8(Contrabassoon)&P8(D Trumpet 1)&U(D Trumpet 2)&P3(Alto Trombone)&U(Tenor Trombone)&U(Bass Trombone)&P8(D, A Timpani)&P4(Triangle)&P5(Cymbals)&P6(Bass Drum)&P3(Soprano)&P3(Alto)&U(Tenor)&P8(Contrabass)",Main Part,,P8(Piccolo)&P8(Main),,"U(Contrabassoon)&P8(D Trumpet 1)&P8(D Trumpet 2)&P3(Alto Trombone)&P8(Tenor Trombone)&P8(Bass Trombone)&P8(D, A Timpani)&P4(Triangle)&P5(Cymbals)&P6(Bass Drum)&P3(Soprano)&P3(Alto)&P8(Tenor)&P8(Bass)"
3625.0,3631.0,,U(Flute 2)&P8(Oboe 1)&P8(Bb Clarinet 1)&P8(D Horn 1)&P8(Main),U(Flute 1)&P8(Oboe 1)&P8(Bb Clarinet 1)&P8(D Horn 1)&P8(Main),P8(Flute 1)&P8(Flute 2)&U(Bb Clarinet 1)&P8(D Horn 1)&U(Main),P8(Bb Clarinet 2),P8(Flute 1)&P8(Flute 2)&U(Oboe 1)&P8(D Horn 1)&U(Main),P8(Oboe 2),U(Bass),P8(Contrabassoon),P8(Bassoon 2),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Bb Clarinet 1)&P8(Main),,,,,"P8(D, A Timpani)",,,,P8(D Trumpet 2),P2(Cymbals)&P3(Bass Drum),P2(Triangle)&P2(Bass Drum),P3(Triangle)&P2(Cymbals),,,,,Main Part,,,U(Bassoon 1),,,,,
3631.0,3639.0,Main Part,U(Flute 2)&P8(Oboe 1)&P8(Bb Clarinet 1)&P8(D Horn 1),U(Flute 1)&P8(Oboe 1)&P8(Bb Clarinet 1)&P8(D Horn 1),P8(Flute 1)&P8(Flute 2)&U(Bb Clarinet 1)&P8(D Horn 1),P8(Bb Clarinet 2)&P8(Bassoon 1),P8(Flute 1)&P8(Flute 2)&U(Oboe 1)&P8(D Horn 1),P8(Oboe 2)&P8(Bassoon 1),P8(Oboe 2)&P8(Bb Clarinet 2),,"P8(D, A Timpani)&P8(Violoncello)&U(Contrabass)",P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Bb Clarinet 1),,,,,,U(Tenor Trombone)&P8(Bass Trombone),U(Alto Trombone)&P8(Bass Trombone),P8(Alto Trombone)&P8(Tenor Trombone),P8(Contrabassoon)&P8(Violoncello)&P8(Contrabass),,P2(Bass Drum),P2(Cymbals),,,,,P8(Alto)&P8(Tenor)&P8(Bass),P8(Soprano)&U(Tenor)&P8(Bass),P8(Soprano)&U(Alto)&P8(Bass),P8(Soprano)&P8(Alto)&P8(Tenor),P3(Violin 2)&P8(Viola),P3(Violin 1)&P3(Viola),P8(Violin 1)&P3(Violin 2),"P8(Contrabassoon)&P8(D, A Timpani)&P8(Contrabass)","U(Contrabassoon)&P8(D, A Timpani)&P8(Violoncello)"
3639.0,3647.0,Main Part,P8(Main)&U(Flute 2)&P8(Oboe 1)&P3(Oboe 2)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P3(Bassoon 1)&P8(Bassoon 2)&P8(D Horn 1)&P8(D Trumpet 1),P8(Main)&U(Flute 1)&P8(Oboe 1)&P3(Oboe 2)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P3(Bassoon 1)&P8(Bassoon 2)&P8(D Horn 1)&P8(D Trumpet 1),P8(Main)&P8(Flute 1)&P8(Flute 2)&P3(Oboe 2)&U(Bb Clarinet 1)&P3(Bb Clarinet 2)&P3(Bassoon 1)&P8(Bassoon 2)&P8(D Horn 1)&U(D Trumpet 1),P3(Main)&P3(Flute 1)&P3(Flute 2)&P3(Oboe 1)&P3(Bb Clarinet 1)&U(Bb Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2)&P3(D Horn 1)&P3(D Trumpet 1),P8(Main)&P8(Flute 1)&P8(Flute 2)&U(Oboe 1)&P3(Oboe 2)&P3(Bb Clarinet 2)&P3(Bassoon 1)&P8(Bassoon 2)&P8(D Horn 1)&U(D Trumpet 1),P3(Main)&P3(Flute 1)&P3(Flute 2)&P3(Oboe 1)&U(Oboe 2)&P3(Bb Clarinet 1)&P8(Bassoon 1)&P3(Bassoon 2)&P3(D Horn 1)&P3(D Trumpet 1),P3(Main)&P3(Flute 1)&P3(Flute 2)&P3(Oboe 1)&P8(Oboe 2)&P3(Bb Clarinet 1)&P8(Bb Clarinet 2)&P3(Bassoon 2)&P3(D Horn 1)&P3(D Trumpet 1),P8(Main)&P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P3(Oboe 2)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P3(Bassoon 1)&P8(D Horn 1)&P8(D Trumpet 1),"P8(D, A Timpani)&P8(Violoncello)&U(Contrabass)",P8(Main)&P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P3(Oboe 2)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P3(Bassoon 1)&P8(Bassoon 2)&P8(D Trumpet 1),P8(D Trumpet 2),,,P8(Main)&P8(Flute 1)&P8(Flute 2)&U(Oboe 1)&P3(Oboe 2)&U(Bb Clarinet 1)&P3(Bb Clarinet 2)&P3(Bassoon 1)&P8(Bassoon 2)&P8(D Horn 1),P8(D Horn 2),U(Tenor Trombone)&P8(Bass Trombone)&P5(Cymbals)&P6(Bass Drum),U(Alto Trombone)&P8(Bass Trombone)&P5(Cymbals)&P6(Bass Drum),P8(Alto Trombone)&P8(Tenor Trombone)&P5(Cymbals)&P6(Bass Drum),P8(Contrabassoon)&U(Violoncello)&P8(Contrabass),,P5(Alto Trombone)&P5(Tenor Trombone)&P5(Bass Trombone)&P2(Bass Drum),P6(Alto Trombone)&P6(Tenor Trombone)&P6(Bass Trombone)&P2(Cymbals),,,,,,,,,P3(Violin 2)&P8(Viola),P3(Violin 1)&P3(Viola),P8(Violin 1)&P3(Violin 2),"P8(Contrabassoon)&U(D, A Timpani)&P8(Contrabass)","U(Contrabassoon)&P8(D, A Timpani)&P8(Violoncello)"
3647.0,3655.0,Main Part,P8(Main)&U(Flute 2)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P8(Violin 1)&P3(Violin 2),P8(Main)&U(Flute 1)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P8(Violin 1)&P3(Violin 2),P3(Oboe 2),P3(Oboe 1),P8(Main)&P8(Flute 1)&P8(Flute 2)&P3(Bb Clarinet 2)&P8(Violin 1)&P3(Violin 2),P3(Main)&P3(Flute 1)&P3(Flute 2)&P3(Bb Clarinet 1)&P3(Violin 1)&P8(Violin 2),P3(Bassoon 2),P3(Bassoon 1),"P8(D Trumpet 2)&P8(D, A Timpani)&P8(Violoncello)&U(Contrabass)",,,,,,"P8(Contrabassoon)&P8(D, A Timpani)&P8(Violoncello)&P8(Contrabass)",U(Tenor Trombone)&P8(Bass Trombone)&P5(Cymbals)&P6(Bass Drum),U(Alto Trombone)&P8(Bass Trombone)&P5(Cymbals)&P6(Bass Drum),P8(Alto Trombone)&P8(Tenor Trombone)&P5(Cymbals)&P6(Bass Drum),P8(Contrabassoon)&P8(D Trumpet 2)&P8(Violoncello)&P8(Contrabass),,P5(Alto Trombone)&P5(Tenor Trombone)&P5(Bass Trombone)&P2(Bass Drum),P6(Alto Trombone)&P6(Tenor Trombone)&P6(Bass Trombone)&P2(Cymbals),,,,,,,,,P8(Main)&P8(Flute 1)&P8(Flute 2)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P3(Violin 2),P3(Main)&P3(Flute 1)&P3(Flute 2)&P3(Bb Clarinet 1)&P8(Bb Clarinet 2)&P3(Violin 1),,"P8(Contrabassoon)&P8(D Trumpet 2)&P8(D, A Timpani)&P8(Contrabass)","U(Contrabassoon)&P8(D Trumpet 2)&P8(D, A Timpani)&P8(Violoncello)"
3655.0,3663.0,Main Part,P8(Main)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P8(D Horn 1)&U(Violin 1)&P3(Viola),P8(Bassoon 1)&P3(Bassoon 2),P3(Oboe 2),P3(Oboe 1),P8(Main)&P8(Flute 1)&P3(Bb Clarinet 2)&P8(D Horn 1)&P8(Violin 1)&P3(Viola),P3(Main)&P3(Flute 1)&P3(Bb Clarinet 1)&P3(D Horn 1)&P3(Violin 1)&U(Viola),P8(Flute 2)&P3(Bassoon 2),P3(Flute 2)&P3(Bassoon 1),"P8(D Trumpet 1)&P8(D Trumpet 2)&U(D, A Timpani)&P8(Violoncello)&U(Contrabass)",P8(Main)&P8(Flute 1)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P8(Violin 1)&P3(Viola),,,,"P8(Contrabassoon)&P8(D Trumpet 2)&P8(D, A Timpani)&P8(Violoncello)&P8(Contrabass)","P8(Contrabassoon)&P8(D Trumpet 1)&P8(D, A Timpani)&U(Violoncello)&P8(Contrabass)",,,P5(Cymbals)&P6(Bass Drum),U(Contrabassoon)&P8(D Trumpet 1)&P8(D Trumpet 2)&P8(Violoncello)&U(Contrabass),,P5(Bass Trombone)&P2(Bass Drum),P6(Bass Trombone)&P2(Cymbals),,,,,,,,,P8(Main)&U(Flute 1)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P8(D Horn 1)&P3(Viola),,P3(Main)&P3(Flute 1)&P3(Bb Clarinet 1)&U(Bb Clarinet 2)&P3(D Horn 1)&P3(Violin 1),"P8(Contrabassoon)&P8(D Trumpet 1)&U(D Trumpet 2)&P8(D, A Timpani)&P8(Contrabass)","U(Contrabassoon)&P8(D Trumpet 1)&P8(D Trumpet 2)&U(D, A Timpani)&P8(Violoncello)"
3663.0,3671.0,Main Part,P8(Main)&P3(Flute 2)&P8(Oboe 1)&P3(Oboe 2)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P3(Bassoon 1)&P8(Bassoon 2)&P8(D Horn 1)&P3(D Horn 2)&P3(Viola),P3(Main)&P3(Flute 1)&P3(Oboe 1)&P8(Oboe 2)&P3(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2)&P3(D Horn 1)&P8(Viola),P8(Main)&P8(Flute 1)&P3(Flute 2)&P3(Oboe 2)&U(Bb Clarinet 1)&P3(Bb Clarinet 2)&P3(Bassoon 1)&P8(Bassoon 2)&P8(D Horn 1)&P3(D Horn 2)&P3(Viola),P3(Main)&P3(Flute 1)&P8(Flute 2)&P3(Oboe 1)&P3(Bb Clarinet 1)&U(Bb Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2)&P3(D Horn 1)&U(Viola),P8(Main)&P8(Flute 1)&P3(Flute 2)&U(Oboe 1)&P3(Oboe 2)&P3(Bb Clarinet 2)&P3(Bassoon 1)&P8(Bassoon 2)&P8(D Horn 1)&P3(D Horn 2)&P3(Viola),P3(Main)&P3(Flute 1)&P8(Flute 2)&P3(Oboe 1)&U(Oboe 2)&P3(Bb Clarinet 1)&P8(Bassoon 1)&P3(Bassoon 2)&P3(D Horn 1)&U(Viola),P3(Main)&P3(Flute 1)&P8(Flute 2)&P3(Oboe 1)&P8(Oboe 2)&P3(Bb Clarinet 1)&P8(Bb Clarinet 2)&P3(Bassoon 2)&P3(D Horn 1)&P8(Viola),P8(Main)&P8(Flute 1)&P3(Flute 2)&P8(Oboe 1)&P3(Oboe 2)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P3(Bassoon 1)&P8(D Horn 1)&P3(D Horn 2)&P3(Viola),"P8(D, A Timpani)&P5(Violin 1)&P5(Violin 2)&P8(Violoncello)&U(Contrabass)",P8(Main)&P8(Flute 1)&P3(Flute 2)&P8(Oboe 1)&P3(Oboe 2)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P3(Bassoon 1)&P8(Bassoon 2)&P3(D Horn 2)&P3(Viola),P3(Main)&P3(Flute 1)&P3(Oboe 1)&P3(Bb Clarinet 1)&P3(Bassoon 2)&P3(D Horn 1),,,P8(D Trumpet 2)&P4(Triangle)&P5(Cymbals)&P6(Bass Drum),P8(D Trumpet 1)&P4(Triangle)&P5(Cymbals)&P6(Bass Drum),P3(Tenor Trombone)&P5(Bass Trombone),P3(Alto Trombone)&P3(Bass Trombone),P5(Alto Trombone)&P3(Tenor Trombone),P8(Contrabassoon)&P5(Violin 1)&P5(Violin 2)&P8(Violoncello)&P8(Contrabass),P4(D Trumpet 1)&P4(D Trumpet 2)&P2(Cymbals)&P3(Bass Drum),P5(D Trumpet 1)&P5(D Trumpet 2)&P2(Triangle)&P2(Bass Drum),P6(D Trumpet 1)&P6(D Trumpet 2)&P3(Triangle)&P2(Cymbals),,,,,,,,,"P5(Contrabassoon)&P5(D, A Timpani)&P8(Violin 2)&P5(Violoncello)&P5(Contrabass)","P5(Contrabassoon)&P5(D, A Timpani)&P8(Violin 1)&P5(Violoncello)&P5(Contrabass)",P3(Main)&P3(Flute 1)&P8(Flute 2)&P3(Oboe 1)&U(Oboe 2)&P3(Bb Clarinet 1)&U(Bb Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2)&P3(D Horn 1),"P8(Contrabassoon)&P8(D, A Timpani)&P5(Violin 1)&P5(Violin 2)&P8(Contrabass)","U(Contrabassoon)&P8(D, A Timpani)&P5(Violin 1)&P5(Violin 2)&P8(Violoncello)"
