qstamp_start,qstamp_end,Flute 1,Flute 2,Oboe 1,Oboe 2,A Clarinet 1,A Clarinet 2,Bassoon 1,Bassoon 2,E Horn 1,E Horn 2,C Horn 3,C Horn 4,E Trumpet 1,E Trumpet 2,Timpani,Violin 1,Violin 2,Viola,Violoncello,Contrabass
1318.0,1320.0,Main Part,U(Main)&U(Oboe 1)&P8(Oboe 2)&U(A Clarinet 1)&P8(A Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2),U(Main)&U(Flute 2)&P8(Oboe 2)&U(A Clarinet 1)&P8(A Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2),P8(Main)&P8(Flute 2)&P8(Oboe 1)&P8(A Clarinet 1)&U(A Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2),U(Main)&U(Flute 2)&U(Oboe 1)&P8(Oboe 2)&P8(A Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2),P8(Main)&P8(Flute 2)&P8(Oboe 1)&U(Oboe 2)&P8(A Clarinet 1)&P8(Bassoon 1)&P8(Bassoon 2),P8(Main)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(A Clarinet 1)&P8(A Clarinet 2)&U(Bassoon 2),P8(Main)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(A Clarinet 1)&P8(A Clarinet 2)&U(Bassoon 1),,,,,,,,P4(Violin 2)&P3(Viola)&P2(Violoncello)&P2(Contrabass),P4(Violin 1)&P2(Viola)&P5(Violoncello)&P5(Contrabass),P3(Violin 1)&P2(Violin 2)&P4(Violoncello)&P4(Contrabass),P2(Violin 1)&P5(Violin 2)&P4(Viola)&P8(Contrabass),P2(Violin 1)&P5(Violin 2)&P4(Viola)&P8(Violoncello)
1320.0,1322.0,P3(Flute 2)&P8(Oboe 1)&P3(Oboe 2)&P8(A Clarinet 1)&P3(A Clarinet 2)&P8(E Horn 1)&P3(E Horn 2)&P3(C Horn 3)&P3(C Horn 4),P3(Flute 1)&P3(Oboe 1)&P8(Oboe 2)&P3(A Clarinet 1)&P8(A Clarinet 2)&P3(E Horn 1)&P8(E Horn 2)&P5(C Horn 3)&P5(C Horn 4),P8(Flute 1)&P3(Flute 2)&P3(Oboe 2)&U(A Clarinet 1)&P3(A Clarinet 2)&P8(E Horn 1)&P3(E Horn 2)&P3(C Horn 3)&P3(C Horn 4),P3(Flute 1)&P8(Flute 2)&P3(Oboe 1)&P3(A Clarinet 1)&U(A Clarinet 2)&P3(E Horn 1)&P8(E Horn 2)&P5(C Horn 3)&P5(C Horn 4),P8(Flute 1)&P3(Flute 2)&U(Oboe 1)&P3(Oboe 2)&P3(A Clarinet 2)&P8(E Horn 1)&P3(E Horn 2)&P3(C Horn 3)&P3(C Horn 4),P3(Flute 1)&P8(Flute 2)&P3(Oboe 1)&U(Oboe 2)&P3(A Clarinet 1)&P3(E Horn 1)&P8(E Horn 2)&P5(C Horn 3)&P5(C Horn 4),P3(Bassoon 2),P3(Bassoon 1),P8(Flute 1)&P3(Flute 2)&P8(Oboe 1)&P3(Oboe 2)&P8(A Clarinet 1)&P3(A Clarinet 2)&P3(E Horn 2)&P3(C Horn 3)&P3(C Horn 4),P3(Flute 1)&P8(Flute 2)&P3(Oboe 1)&P8(Oboe 2)&P3(A Clarinet 1)&P8(A Clarinet 2)&P3(E Horn 1)&P5(C Horn 3)&P5(C Horn 4),P3(Flute 1)&P5(Flute 2)&P3(Oboe 1)&P5(Oboe 2)&P3(A Clarinet 1)&P5(A Clarinet 2)&P3(E Horn 1)&P5(E Horn 2)&U(C Horn 4),P3(Flute 1)&P5(Flute 2)&P3(Oboe 1)&P5(Oboe 2)&P3(A Clarinet 1)&P5(A Clarinet 2)&P3(E Horn 1)&P5(E Horn 2)&U(C Horn 3),,,,Main Part,,,,
1322.0,1336.0,Main Part,,P8(A Clarinet 1),P8(A Clarinet 2),P8(Oboe 1),P8(Oboe 2),,,,,U(C Horn 4),U(C Horn 3),,,,,,,,
1336.0,1353.0,,,,,,,,,,,,,,,,Main Part,,,,
1353.0,1369.0,P8(A Clarinet 1),,P8(Main),,P8(Flute 1),,,,Main Part,,,,,,,,,,P8(Contrabass),P8(Violoncello)
1369.0,1377.0,P8(Main)&P8(Bassoon 1),P8(A Clarinet 2),,,Main Part,P8(Flute 2),P8(Flute 1)&P8(Main),,,,,,,,,,,,P8(Contrabass),P8(Violoncello)
1377.0,1383.0,P8(Main),P8(A Clarinet 2),P8(E Horn 1),,Main Part,P8(Flute 2),,,P8(Oboe 1),,,,,,,,,,P8(Contrabass),P8(Violoncello)
1383.0,1385.0,P8(Bassoon 2),,Main Part,,,,,P8(Flute 1),P8(Main),,,,,,,P3(Viola),,P3(Violin 1),P8(Contrabass),P8(Violoncello)
1385.0,1387.0,Main Part,U(Main)&P8(Bassoon 1)&P8(Bassoon 2),P8(E Horn 1),,,,P8(Main)&P8(Flute 2)&U(Bassoon 2),P8(Main)&P8(Flute 2)&U(Bassoon 1),P8(Oboe 1),,,,,,,,,,P8(Contrabass),P8(Violoncello)
1387.0,1389.0,U(Flute 2)&P8(Bassoon 1)&P8(Bassoon 2),U(Flute 1)&P8(Bassoon 1)&P8(Bassoon 2),Main Part,,P7(A Clarinet 2),P7(A Clarinet 1),P8(Flute 1)&P8(Flute 2)&U(Bassoon 2),P8(Flute 1)&P8(Flute 2)&U(Bassoon 1),P8(Main),,,,,,,P7(Viola),,P7(Violin 1),P8(Contrabass),P8(Violoncello)
1389.0,1391.0,Main Part,U(Main)&P8(Bassoon 1)&P8(Bassoon 2),P8(E Horn 1),,P7(A Clarinet 2),P7(A Clarinet 1),P8(Main)&P8(Flute 2)&U(Bassoon 2),P8(Main)&P8(Flute 2)&U(Bassoon 1),P8(Oboe 1),,,,,,,P7(Viola),,P7(Violin 1),P8(Contrabass),P8(Violoncello)
1391.0,1393.0,U(Flute 2)&P8(Bassoon 1)&P8(Bassoon 2),U(Flute 1)&P8(Bassoon 1)&P8(Bassoon 2),Main Part,,,,P8(Flute 1)&P8(Flute 2)&U(Bassoon 2),P8(Flute 1)&P8(Flute 2)&U(Bassoon 1),P8(Main),,,,,,,P7(Viola),,P7(Violin 1),P8(Contrabass),P8(Violoncello)
1393.0,1395.0,Main Part,U(Main)&P8(Bassoon 1)&P8(Bassoon 2),P8(E Horn 1),,,,P8(Main)&P8(Flute 2)&U(Bassoon 2),P8(Main)&P8(Flute 2)&U(Bassoon 1),P8(Oboe 1),,,,,,,,,,P8(Contrabass),P8(Violoncello)
1395.0,1397.0,U(Flute 2)&P8(Bassoon 1)&P8(Bassoon 2),U(Flute 1)&P8(Bassoon 1)&P8(Bassoon 2),Main Part,,,,P8(Flute 1)&P8(Flute 2)&U(Bassoon 2),P8(Flute 1)&P8(Flute 2)&U(Bassoon 1),P8(Main),,,,,,,P3(Viola),,P3(Violin 1),P8(Contrabass),P8(Violoncello)
1397.0,1399.0,Main Part,U(Main)&P8(Bassoon 1)&P8(Bassoon 2),P8(E Horn 1),,P3(A Clarinet 2),P3(A Clarinet 1),P8(Main)&P8(Flute 2)&U(Bassoon 2),P8(Main)&P8(Flute 2)&U(Bassoon 1),P8(Oboe 1),,,,,,,P3(Viola),,P3(Violin 1),P8(Contrabass),P8(Violoncello)
1399.0,1401.5,P8(Bassoon 1),,Main Part,,P3(A Clarinet 2),P3(A Clarinet 1),P8(Flute 1),,,,P3(C Horn 4)&P8(Timpani),P3(C Horn 3)&P3(Timpani),,,P8(C Horn 3)&P3(C Horn 4),,,,,
1401.5,1404.0,P3(Flute 2)&P8(A Clarinet 1)&P3(A Clarinet 2)&P8(Bassoon 1)&P5(Bassoon 2)&P3(C Horn 3)&P8(C Horn 4)&P3(Timpani)&P5(Contrabass),P3(Flute 1)&P3(A Clarinet 1)&P8(A Clarinet 2)&P3(Bassoon 1)&P3(Bassoon 2)&P8(C Horn 3)&P3(C Horn 4)&P8(Timpani)&P3(Contrabass),,,P8(Flute 1)&P3(Flute 2)&P3(A Clarinet 2)&P8(Bassoon 1)&P5(Bassoon 2)&P3(C Horn 3)&P8(C Horn 4)&P3(Timpani)&P5(Contrabass),P3(Flute 1)&P8(Flute 2)&P3(A Clarinet 1)&P3(Bassoon 1)&P3(Bassoon 2)&U(C Horn 3)&P3(C Horn 4)&P8(Timpani)&P3(Contrabass),P8(Flute 1)&P3(Flute 2)&P8(A Clarinet 1)&P3(A Clarinet 2)&P5(Bassoon 2)&P3(C Horn 3)&U(C Horn 4)&P3(Timpani)&P5(Contrabass),P5(Flute 1)&P3(Flute 2)&P5(A Clarinet 1)&P3(A Clarinet 2)&P5(Bassoon 1)&P3(C Horn 3)&P5(C Horn 4)&P3(Timpani)&P8(Contrabass),U(E Horn 2),U(E Horn 1),P3(Flute 1)&P8(Flute 2)&P3(A Clarinet 1)&U(A Clarinet 2)&P3(Bassoon 1)&P3(Bassoon 2)&P3(C Horn 4)&P8(Timpani)&P3(Contrabass),P8(Flute 1)&P3(Flute 2)&P8(A Clarinet 1)&P3(A Clarinet 2)&U(Bassoon 1)&P5(Bassoon 2)&P3(C Horn 3)&P3(Timpani)&P5(Contrabass),,,P3(Flute 1)&P8(Flute 2)&P3(A Clarinet 1)&P8(A Clarinet 2)&P3(Bassoon 1)&P3(Bassoon 2)&P8(C Horn 3)&P3(C Horn 4)&P3(Contrabass),,,Main Part,P8(Main),P5(Flute 1)&P3(Flute 2)&P5(A Clarinet 1)&P3(A Clarinet 2)&P5(Bassoon 1)&P8(Bassoon 2)&P3(C Horn 3)&P5(C Horn 4)&P3(Timpani)
1404.0,1414.5,P3(E Horn 2),P8(Timpani),P3(Oboe 2)&P5(E Trumpet 1)&P5(E Trumpet 2),P3(Oboe 1)&P3(E Trumpet 1)&P3(E Trumpet 2),P3(A Clarinet 2)&P8(Bassoon 1)&P5(Bassoon 2)&P3(C Horn 3)&P8(C Horn 4)&P5(Contrabass),P3(A Clarinet 1)&P3(Bassoon 1)&P3(Bassoon 2)&U(C Horn 3)&P3(C Horn 4)&P3(Contrabass),P8(A Clarinet 1)&P3(A Clarinet 2)&P5(Bassoon 2)&P3(C Horn 3)&U(C Horn 4)&P5(Contrabass),P5(A Clarinet 1)&P3(A Clarinet 2)&P5(Bassoon 1)&P3(C Horn 3)&P5(C Horn 4)&P8(Contrabass),,P3(Flute 1),P3(A Clarinet 1)&U(A Clarinet 2)&P3(Bassoon 1)&P3(Bassoon 2)&P3(C Horn 4)&P3(Contrabass),P8(A Clarinet 1)&P3(A Clarinet 2)&U(Bassoon 1)&P5(Bassoon 2)&P3(C Horn 3)&P5(Contrabass),P5(Oboe 1)&P3(Oboe 2)&P8(E Trumpet 2),P5(Oboe 1)&P3(Oboe 2)&P8(E Trumpet 1),P8(Flute 2),Main Part,,,,P5(A Clarinet 1)&P3(A Clarinet 2)&P5(Bassoon 1)&P8(Bassoon 2)&P3(C Horn 3)&P5(C Horn 4)
1414.5,1422.5,,,P8(Main),P8(E Horn 2),,,,,Main Part,P8(Oboe 2),,,P8(E Trumpet 2)&P8(Viola)&P8(Violoncello),P8(E Trumpet 1)&U(Viola)&P8(Violoncello),,,,P8(E Trumpet 1)&U(E Trumpet 2)&P8(Violoncello),P8(E Trumpet 1)&P8(E Trumpet 2)&P8(Viola),
1422.5,1429.5,,,,,,,P5(Bassoon 2)&P5(Contrabass),P5(Bassoon 1)&P8(Contrabass),Main Part,,,,,,,U(Violin 2),U(Violin 1),,,P5(Bassoon 1)&P8(Bassoon 2)
1429.5,1437.0,P3(Flute 2)&P8(A Clarinet 1)&P3(A Clarinet 2)&P8(Bassoon 1)&P5(Bassoon 2)&P8(Timpani)&P5(Contrabass),P3(Flute 1)&P3(A Clarinet 1)&P8(A Clarinet 2)&P3(Bassoon 1)&P7(Bassoon 2)&P3(Timpani)&P7(Contrabass),,,P8(Flute 1)&P3(Flute 2)&P3(A Clarinet 2)&P8(Bassoon 1)&P5(Bassoon 2)&P8(Timpani)&P5(Contrabass),P3(Flute 1)&P8(Flute 2)&P3(A Clarinet 1)&P3(Bassoon 1)&P7(Bassoon 2)&P3(Timpani)&P7(Contrabass),P8(Flute 1)&P3(Flute 2)&P8(A Clarinet 1)&P3(A Clarinet 2)&P5(Bassoon 2)&U(Timpani)&P5(Contrabass),P5(Flute 1)&P7(Flute 2)&P5(A Clarinet 1)&P7(A Clarinet 2)&P5(Bassoon 1)&P5(Timpani)&P8(Contrabass),P8(E Horn 2),P8(E Horn 1),,,P8(E Trumpet 2),P8(E Trumpet 1),P8(Flute 1)&P3(Flute 2)&P8(A Clarinet 1)&P3(A Clarinet 2)&U(Bassoon 1)&P5(Bassoon 2)&P5(Contrabass),Main Part,P8(Main),,,P5(Flute 1)&P7(Flute 2)&P5(A Clarinet 1)&P7(A Clarinet 2)&P5(Bassoon 1)&P8(Bassoon 2)&P5(Timpani)
1437.0,1438.5,P3(Flute 2)&P8(A Clarinet 1)&P3(A Clarinet 2)&P8(Bassoon 1)&P5(Bassoon 2)&P8(E Horn 1)&P8(E Horn 2)&P8(E Trumpet 1)&P8(E Trumpet 2)&P8(Timpani)&P5(Violoncello)&P5(Contrabass),P3(Flute 1)&P3(A Clarinet 1)&P8(A Clarinet 2)&P3(Bassoon 1)&P7(Bassoon 2)&P3(E Horn 1)&P3(E Horn 2)&P3(E Trumpet 1)&P3(E Trumpet 2)&P3(Timpani)&P7(Violoncello)&P7(Contrabass),,,P8(Flute 1)&P3(Flute 2)&P3(A Clarinet 2)&P8(Bassoon 1)&P5(Bassoon 2)&P8(E Horn 1)&P8(E Horn 2)&U(E Trumpet 1)&P8(E Trumpet 2)&P8(Timpani)&P5(Violoncello)&P5(Contrabass),P3(Flute 1)&P8(Flute 2)&P3(A Clarinet 1)&P3(Bassoon 1)&P7(Bassoon 2)&P3(E Horn 1)&P3(E Horn 2)&P3(E Trumpet 1)&P3(E Trumpet 2)&P3(Timpani)&P7(Violoncello)&P7(Contrabass),P8(Flute 1)&P3(Flute 2)&P8(A Clarinet 1)&P3(A Clarinet 2)&P5(Bassoon 2)&P8(E Horn 1)&U(E Horn 2)&P8(E Trumpet 1)&P8(E Trumpet 2)&U(Timpani)&P5(Violoncello)&P5(Contrabass),P5(Flute 1)&P7(Flute 2)&P5(A Clarinet 1)&P7(A Clarinet 2)&P5(Bassoon 1)&P5(E Horn 1)&P5(E Horn 2)&P5(E Trumpet 1)&P5(E Trumpet 2)&P5(Timpani)&U(Violoncello)&P8(Contrabass),P8(Flute 1)&P3(Flute 2)&P8(A Clarinet 1)&P3(A Clarinet 2)&P8(Bassoon 1)&P5(Bassoon 2)&P8(E Horn 2)&P8(E Trumpet 1)&U(E Trumpet 2)&P8(Timpani)&P5(Violoncello)&P5(Contrabass),P8(Flute 1)&P3(Flute 2)&P8(A Clarinet 1)&P3(A Clarinet 2)&U(Bassoon 1)&P5(Bassoon 2)&P8(E Horn 1)&P8(E Trumpet 1)&P8(E Trumpet 2)&U(Timpani)&P5(Violoncello)&P5(Contrabass),,,P8(Flute 1)&P3(Flute 2)&U(A Clarinet 1)&P3(A Clarinet 2)&P8(Bassoon 1)&P5(Bassoon 2)&P8(E Horn 1)&P8(E Horn 2)&P8(E Trumpet 2)&P8(Timpani)&P5(Violoncello)&P5(Contrabass),P8(Flute 1)&P3(Flute 2)&P8(A Clarinet 1)&P3(A Clarinet 2)&P8(Bassoon 1)&P5(Bassoon 2)&U(E Horn 1)&P8(E Horn 2)&P8(E Trumpet 1)&P8(Timpani)&P5(Violoncello)&P5(Contrabass),P8(Flute 1)&P3(Flute 2)&P8(A Clarinet 1)&P3(A Clarinet 2)&U(Bassoon 1)&P5(Bassoon 2)&P8(E Horn 1)&U(E Horn 2)&P8(E Trumpet 1)&P8(E Trumpet 2)&P5(Violoncello)&P5(Contrabass),,Main Part,P8(Main),P5(Flute 1)&P7(Flute 2)&P5(A Clarinet 1)&P7(A Clarinet 2)&P5(Bassoon 1)&U(Bassoon 2)&P5(E Horn 1)&P5(E Horn 2)&P5(E Trumpet 1)&P5(E Trumpet 2)&P5(Timpani)&P8(Contrabass),P5(Flute 1)&P7(Flute 2)&P5(A Clarinet 1)&P7(A Clarinet 2)&P5(Bassoon 1)&P8(Bassoon 2)&P5(E Horn 1)&P5(E Horn 2)&P5(E Trumpet 1)&P5(E Trumpet 2)&P5(Timpani)&P8(Violoncello)
1438.5,1440.5,P8(A Clarinet 1),P8(A Clarinet 2)&P3(E Horn 1)&P3(E Horn 2)&P3(E Trumpet 1)&P3(E Trumpet 2),P3(Oboe 2)&P8(C Horn 3)&P3(C Horn 4),P3(Oboe 1)&P3(C Horn 3)&P8(C Horn 4),P8(Flute 1),P8(Flute 2)&P3(E Horn 1)&P3(E Horn 2)&P3(E Trumpet 1)&P3(E Trumpet 2),,P8(Violoncello)&P8(Contrabass),P3(Flute 2)&P3(A Clarinet 2)&P8(E Horn 2)&P8(E Trumpet 1)&U(E Trumpet 2),P3(Flute 2)&P3(A Clarinet 2)&P8(E Horn 1)&P8(E Trumpet 1)&P8(E Trumpet 2),P8(Oboe 1)&P3(Oboe 2)&P3(C Horn 4),P3(Oboe 1)&P8(Oboe 2)&P3(C Horn 3),P3(Flute 2)&P3(A Clarinet 2)&P8(E Horn 1)&P8(E Horn 2)&P8(E Trumpet 2),P3(Flute 2)&P3(A Clarinet 2)&U(E Horn 1)&P8(E Horn 2)&P8(E Trumpet 1),,Main Part,,P8(Main),P8(Bassoon 2)&P8(Contrabass),P8(Bassoon 2)&P8(Violoncello)
1440.5,1442.5,U(Flute 2)&P3(Oboe 1)&P5(Oboe 2)&P8(A Clarinet 1)&P8(A Clarinet 2)&P3(E Horn 1)&P3(E Horn 2)&P3(C Horn 3)&P5(C Horn 4)&P3(E Trumpet 1)&P3(E Trumpet 2),U(Flute 1)&P3(Oboe 1)&P5(Oboe 2)&P8(A Clarinet 1)&P8(A Clarinet 2)&P3(E Horn 1)&P3(E Horn 2)&P3(C Horn 3)&P5(C Horn 4)&P3(E Trumpet 1)&P3(E Trumpet 2),P3(Flute 1)&P3(Flute 2)&P3(Oboe 2)&P3(A Clarinet 1)&P3(A Clarinet 2)&P8(E Horn 1)&P8(E Horn 2)&P8(C Horn 3)&P3(C Horn 4)&U(E Trumpet 1)&P8(E Trumpet 2),P5(Flute 1)&P5(Flute 2)&P3(Oboe 1)&P5(A Clarinet 1)&P5(A Clarinet 2)&P3(E Horn 1)&P3(E Horn 2)&P3(C Horn 3)&P8(C Horn 4)&P3(E Trumpet 1)&P3(E Trumpet 2),P8(Flute 1)&P8(Flute 2)&P3(Oboe 1)&P5(Oboe 2)&U(A Clarinet 2)&P3(E Horn 1)&P3(E Horn 2)&P3(C Horn 3)&P5(C Horn 4)&P3(E Trumpet 1)&P3(E Trumpet 2),P8(Flute 1)&P8(Flute 2)&P3(Oboe 1)&P5(Oboe 2)&U(A Clarinet 1)&P3(E Horn 1)&P3(E Horn 2)&P3(C Horn 3)&P5(C Horn 4)&P3(E Trumpet 1)&P3(E Trumpet 2),P8(Bassoon 2)&U(Violoncello)&P8(Contrabass),P8(Bassoon 1)&P8(Violoncello)&U(Contrabass),P3(Flute 1)&P3(Flute 2)&P8(Oboe 1)&P3(Oboe 2)&P3(A Clarinet 1)&P3(A Clarinet 2)&P8(E Horn 2)&U(C Horn 3)&P3(C Horn 4)&P8(E Trumpet 1)&U(E Trumpet 2),P3(Flute 1)&P3(Flute 2)&P8(Oboe 1)&P3(Oboe 2)&P3(A Clarinet 1)&P3(A Clarinet 2)&P8(E Horn 1)&P8(C Horn 3)&P3(C Horn 4)&P8(E Trumpet 1)&P8(E Trumpet 2),P3(Flute 1)&P3(Flute 2)&P8(Oboe 1)&P3(Oboe 2)&P3(A Clarinet 1)&P3(A Clarinet 2)&U(E Horn 1)&P8(E Horn 2)&P3(C Horn 4)&P8(E Trumpet 1)&U(E Trumpet 2),P5(Flute 1)&P5(Flute 2)&P3(Oboe 1)&P8(Oboe 2)&P5(A Clarinet 1)&P5(A Clarinet 2)&P3(E Horn 1)&P3(E Horn 2)&P3(C Horn 3)&P3(E Trumpet 1)&P3(E Trumpet 2),P3(Flute 1)&P3(Flute 2)&U(Oboe 1)&P3(Oboe 2)&P3(A Clarinet 1)&P3(A Clarinet 2)&P8(E Horn 1)&P8(E Horn 2)&P8(C Horn 3)&P3(C Horn 4)&P8(E Trumpet 2),P3(Flute 1)&P3(Flute 2)&P8(Oboe 1)&P3(Oboe 2)&P3(A Clarinet 1)&P3(A Clarinet 2)&U(E Horn 1)&P8(E Horn 2)&U(C Horn 3)&P3(C Horn 4)&P8(E Trumpet 1),,,Main Part,P8(Main),U(Bassoon 1)&P8(Bassoon 2)&P8(Contrabass),P8(Bassoon 1)&U(Bassoon 2)&P8(Violoncello)
1442.5,1444.5,U(Flute 2)&P8(A Clarinet 1)&P8(A Clarinet 2),U(Flute 1)&P8(A Clarinet 1)&P8(A Clarinet 2),P3(Oboe 2)&P3(Bassoon 1)&P3(Bassoon 2)&P8(E Horn 1)&P8(E Horn 2)&P8(C Horn 3)&P3(C Horn 4)&U(E Trumpet 1)&P8(E Trumpet 2)&P3(Violoncello)&P3(Contrabass),P3(Oboe 1)&P5(Bassoon 1)&P5(Bassoon 2)&P3(E Horn 1)&P3(E Horn 2)&P3(C Horn 3)&P8(C Horn 4)&P3(E Trumpet 1)&P3(E Trumpet 2)&P5(Violoncello)&P5(Contrabass),P8(Flute 1)&P8(Flute 2)&U(A Clarinet 2),P8(Flute 1)&P8(Flute 2)&U(A Clarinet 1),P3(Oboe 1)&P5(Oboe 2)&P8(Bassoon 2)&P3(E Horn 1)&P3(E Horn 2)&P3(C Horn 3)&P5(C Horn 4)&P3(E Trumpet 1)&P3(E Trumpet 2)&U(Violoncello)&P8(Contrabass),P3(Oboe 1)&P5(Oboe 2)&P8(Bassoon 1)&P3(E Horn 1)&P3(E Horn 2)&P3(C Horn 3)&P5(C Horn 4)&P3(E Trumpet 1)&P3(E Trumpet 2)&P8(Violoncello)&U(Contrabass),P8(Oboe 1)&P3(Oboe 2)&P3(Bassoon 1)&P3(Bassoon 2)&P8(E Horn 2)&U(C Horn 3)&P3(C Horn 4)&P8(E Trumpet 1)&U(E Trumpet 2)&P3(Violoncello)&P3(Contrabass),P8(Oboe 1)&P3(Oboe 2)&P3(Bassoon 1)&P3(Bassoon 2)&P8(E Horn 1)&P8(C Horn 3)&P3(C Horn 4)&P8(E Trumpet 1)&P8(E Trumpet 2)&P3(Violoncello)&P3(Contrabass),P8(Oboe 1)&P3(Oboe 2)&P3(Bassoon 1)&P3(Bassoon 2)&U(E Horn 1)&P8(E Horn 2)&P3(C Horn 4)&P8(E Trumpet 1)&U(E Trumpet 2)&P3(Violoncello)&P3(Contrabass),P3(Oboe 1)&P8(Oboe 2)&P5(Bassoon 1)&P5(Bassoon 2)&P3(E Horn 1)&P3(E Horn 2)&P3(C Horn 3)&P3(E Trumpet 1)&P3(E Trumpet 2)&P5(Violoncello)&P5(Contrabass),U(Oboe 1)&P3(Oboe 2)&P3(Bassoon 1)&P3(Bassoon 2)&P8(E Horn 1)&P8(E Horn 2)&P8(C Horn 3)&P3(C Horn 4)&P8(E Trumpet 2)&P3(Violoncello)&P3(Contrabass),P8(Oboe 1)&P3(Oboe 2)&P3(Bassoon 1)&P3(Bassoon 2)&U(E Horn 1)&P8(E Horn 2)&U(C Horn 3)&P3(C Horn 4)&P8(E Trumpet 1)&P3(Violoncello)&P3(Contrabass),,Main Part,,P8(Main),P3(Oboe 1)&P5(Oboe 2)&U(Bassoon 1)&P8(Bassoon 2)&P3(E Horn 1)&P3(E Horn 2)&P3(C Horn 3)&P5(C Horn 4)&P3(E Trumpet 1)&P3(E Trumpet 2)&P8(Contrabass),P3(Oboe 1)&P5(Oboe 2)&P8(Bassoon 1)&U(Bassoon 2)&P3(E Horn 1)&P3(E Horn 2)&P3(C Horn 3)&P5(C Horn 4)&P3(E Trumpet 1)&P3(E Trumpet 2)&P8(Violoncello)
1444.5,1446.5,U(Flute 2)&P8(A Clarinet 1)&P8(A Clarinet 2),U(Flute 1)&P8(A Clarinet 1)&P8(A Clarinet 2),P3(Oboe 2)&P8(E Horn 1)&P8(E Horn 2)&P8(C Horn 3)&P3(C Horn 4)&U(E Trumpet 1)&P8(E Trumpet 2),P3(Oboe 1)&P3(E Horn 1)&P3(E Horn 2)&P3(C Horn 3)&P8(C Horn 4)&P3(E Trumpet 1)&P3(E Trumpet 2),P8(Flute 1)&P8(Flute 2)&U(A Clarinet 2),P8(Flute 1)&P8(Flute 2)&U(A Clarinet 1),P8(Bassoon 2)&U(Violoncello)&P8(Contrabass),P8(Bassoon 1)&P8(Violoncello)&U(Contrabass),P8(Oboe 1)&P3(Oboe 2)&P8(E Horn 2)&U(C Horn 3)&P3(C Horn 4)&P8(E Trumpet 1)&U(E Trumpet 2),P8(Oboe 1)&P3(Oboe 2)&P8(E Horn 1)&P8(C Horn 3)&P3(C Horn 4)&P8(E Trumpet 1)&P8(E Trumpet 2),P8(Oboe 1)&P3(Oboe 2)&U(E Horn 1)&P8(E Horn 2)&P3(C Horn 4)&P8(E Trumpet 1)&U(E Trumpet 2),P3(Oboe 1)&P8(Oboe 2)&P3(E Horn 1)&P3(E Horn 2)&P3(C Horn 3)&P3(E Trumpet 1)&P3(E Trumpet 2),U(Oboe 1)&P3(Oboe 2)&P8(E Horn 1)&P8(E Horn 2)&P8(C Horn 3)&P3(C Horn 4)&P8(E Trumpet 2),P8(Oboe 1)&P3(Oboe 2)&U(E Horn 1)&P8(E Horn 2)&U(C Horn 3)&P3(C Horn 4)&P8(E Trumpet 1),,,Main Part,,U(Bassoon 1)&P8(Bassoon 2)&P8(Contrabass),P8(Bassoon 1)&U(Bassoon 2)&P8(Violoncello)
1446.5,1450.5,P8(A Clarinet 1),P8(A Clarinet 2)&P4(Bassoon 1),P3(Oboe 2)&P2(Bassoon 1)&P8(C Horn 3)&P3(C Horn 4)&P8(E Trumpet 2),P3(Oboe 1)&P4(Bassoon 1)&P3(C Horn 3)&P8(C Horn 4)&P3(E Trumpet 2),P8(Flute 1),P8(Flute 2)&P4(Bassoon 1),P4(Flute 2)&P2(Oboe 1)&P4(Oboe 2)&P4(A Clarinet 2)&P2(C Horn 3)&P4(C Horn 4)&P2(E Trumpet 2),,P8(E Horn 2)&P8(E Trumpet 1),P8(E Horn 1)&P8(E Trumpet 1),P8(Oboe 1)&P3(Oboe 2)&P2(Bassoon 1)&P3(C Horn 4)&P8(E Trumpet 2),P3(Oboe 1)&P8(Oboe 2)&P4(Bassoon 1)&P3(C Horn 3)&P3(E Trumpet 2),P8(E Horn 1)&P8(E Horn 2),P8(Oboe 1)&P3(Oboe 2)&P2(Bassoon 1)&P8(C Horn 3)&P3(C Horn 4),,Main Part,,,P8(Contrabass),P8(Violoncello)
1450.5,1458.5,,,,,,,,,P8(E Horn 2)&U(E Trumpet 1)&P8(E Trumpet 2)&P8(Timpani),P8(E Horn 1)&P8(E Trumpet 1)&U(E Trumpet 2)&P8(Timpani),,,U(E Horn 1)&P8(E Horn 2)&P8(E Trumpet 2)&P8(Timpani),P8(E Horn 1)&U(E Horn 2)&P8(E Trumpet 1)&P8(Timpani),P8(E Horn 1)&P8(E Horn 2)&P8(E Trumpet 1)&P8(E Trumpet 2),Main Part,,P8(Main),P8(Contrabass),P8(Violoncello)
