qstamp_start,qstamp_end,Flute 1,Flute 2,Oboe 1,Oboe 2,Bb Clarinet 1,Bb Clarinet 2,Bassoon 1,Bassoon 2,F Horn 1,F Horn 2,Violin 1,Violin 2,Viola,Violoncello,Contrabass
1212.0,1214.0,U(Flute 2)&P7(Oboe 1)&P5(Oboe 2)&P8(Bb Clarinet 1)&P5(Bb Clarinet 2)&P5(Bassoon 1)&P8(Bassoon 2)&P8(F Horn 1)&P8(F Horn 2),U(Flute 1)&P7(Oboe 1)&P5(Oboe 2)&P8(Bb Clarinet 1)&P5(Bb Clarinet 2)&P5(Bassoon 1)&P8(Bassoon 2)&P8(F Horn 1)&P8(F Horn 2),P7(Flute 1)&P7(Flute 2)&P3(Oboe 2)&P7(Bb Clarinet 1)&P3(Bb Clarinet 2)&P3(Bassoon 1)&P7(Bassoon 2)&P7(F Horn 1)&P7(F Horn 2),P5(Flute 1)&P5(Flute 2)&P3(Oboe 1)&P5(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P5(Bassoon 2)&P5(F Horn 1)&P5(F Horn 2),P8(Flute 1)&P8(Flute 2)&P7(Oboe 1)&P5(Oboe 2)&P5(Bb Clarinet 2)&P5(Bassoon 1)&P8(Bassoon 2)&P8(F Horn 1)&P8(F Horn 2),P5(Flute 1)&P5(Flute 2)&P3(Oboe 1)&P8(Oboe 2)&P5(Bb Clarinet 1)&P8(Bassoon 1)&P5(Bassoon 2)&P5(F Horn 1)&P5(F Horn 2),P5(Flute 1)&P5(Flute 2)&P3(Oboe 1)&P8(Oboe 2)&P5(Bb Clarinet 1)&P8(Bb Clarinet 2)&P5(Bassoon 2)&P5(F Horn 1)&P5(F Horn 2),P8(Flute 1)&P8(Flute 2)&P7(Oboe 1)&P5(Oboe 2)&P8(Bb Clarinet 1)&P5(Bb Clarinet 2)&P5(Bassoon 1)&P8(F Horn 1)&U(F Horn 2),P8(Flute 1)&P8(Flute 2)&P7(Oboe 1)&P5(Oboe 2)&P8(Bb Clarinet 1)&P5(Bb Clarinet 2)&P5(Bassoon 1)&P8(Bassoon 2)&P8(F Horn 2),P8(Flute 1)&P8(Flute 2)&P7(Oboe 1)&P5(Oboe 2)&P8(Bb Clarinet 1)&P5(Bb Clarinet 2)&P5(Bassoon 1)&U(Bassoon 2)&P8(F Horn 1),,Main Part,P3(Violoncello)&P3(Contrabass),P3(Viola)&P8(Contrabass),P3(Viola)&P8(Violoncello)
1214.0,1218.0,,P8(F Horn 1)&P8(F Horn 2),P3(Oboe 2)&P3(Bb Clarinet 2),P3(Oboe 1)&P8(Bb Clarinet 2),,P3(Oboe 1)&P8(Oboe 2),,,P8(Flute 2)&P8(F Horn 2),P8(Flute 2)&P8(F Horn 1),Main Part,,,P8(Contrabass),P8(Violoncello)
1218.0,1220.0,,,,,,,,,,,,,Main Part,P8(Contrabass),P8(Violoncello)
1220.0,1222.0,U(Flute 2)&P7(Oboe 1)&P5(Oboe 2)&P8(Bb Clarinet 1)&P5(Bb Clarinet 2)&P5(Bassoon 1)&P8(Bassoon 2)&P8(F Horn 1)&P8(F Horn 2),U(Flute 1)&P7(Oboe 1)&P5(Oboe 2)&P8(Bb Clarinet 1)&P5(Bb Clarinet 2)&P5(Bassoon 1)&P8(Bassoon 2)&P8(F Horn 1)&P8(F Horn 2),P7(Flute 1)&P7(Flute 2)&P3(Oboe 2)&P7(Bb Clarinet 1)&P3(Bb Clarinet 2)&P3(Bassoon 1)&P7(Bassoon 2)&P7(F Horn 1)&P7(F Horn 2),P5(Flute 1)&P5(Flute 2)&P3(Oboe 1)&P5(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P5(Bassoon 2)&P5(F Horn 1)&P5(F Horn 2),P8(Flute 1)&P8(Flute 2)&P7(Oboe 1)&P5(Oboe 2)&P5(Bb Clarinet 2)&P5(Bassoon 1)&P8(Bassoon 2)&P8(F Horn 1)&P8(F Horn 2),P5(Flute 1)&P5(Flute 2)&P3(Oboe 1)&P8(Oboe 2)&P5(Bb Clarinet 1)&P8(Bassoon 1)&P5(Bassoon 2)&P5(F Horn 1)&P5(F Horn 2),P5(Flute 1)&P5(Flute 2)&P3(Oboe 1)&P8(Oboe 2)&P5(Bb Clarinet 1)&P8(Bb Clarinet 2)&P5(Bassoon 2)&P5(F Horn 1)&P5(F Horn 2),P8(Flute 1)&P8(Flute 2)&P7(Oboe 1)&P5(Oboe 2)&P8(Bb Clarinet 1)&P5(Bb Clarinet 2)&P5(Bassoon 1)&P8(F Horn 1)&U(F Horn 2),P8(Flute 1)&P8(Flute 2)&P7(Oboe 1)&P5(Oboe 2)&P8(Bb Clarinet 1)&P5(Bb Clarinet 2)&P5(Bassoon 1)&P8(Bassoon 2)&P8(F Horn 2),P8(Flute 1)&P8(Flute 2)&P7(Oboe 1)&P5(Oboe 2)&P8(Bb Clarinet 1)&P5(Bb Clarinet 2)&P5(Bassoon 1)&U(Bassoon 2)&P8(F Horn 1),,Main Part,P3(Violoncello)&P3(Contrabass),P3(Viola)&P8(Contrabass),P3(Viola)&P8(Violoncello)
1222.0,1227.0,,,P3(Oboe 2),P3(Oboe 1),,,,,,,Main Part,,,P8(Contrabass),P8(Violoncello)
1227.0,1234.3333,,,P3(Oboe 2)&U(Violin 1),P3(Oboe 1)&P3(Violin 1),Main Part,,,P8(F Horn 1)&P8(F Horn 2)&U(Violoncello)&P8(Contrabass),P8(Bassoon 2)&P8(F Horn 2)&P8(Violoncello)&P8(Contrabass),P8(Bassoon 2)&P8(F Horn 1)&P8(Violoncello)&P8(Contrabass),U(Oboe 1)&P3(Oboe 2),P3(Viola),P3(Violin 2),U(Bassoon 2)&P8(F Horn 1)&P8(F Horn 2)&P8(Contrabass),P8(Bassoon 2)&P8(F Horn 1)&P8(F Horn 2)&P8(Violoncello)
1234.3333,1240.0,,,P3(Oboe 2)&U(Violin 1),P3(Oboe 1)&P3(Violin 1),Main Part,,,P8(F Horn 1)&P8(F Horn 2)&U(Violoncello)&P8(Contrabass),P8(Bassoon 2)&P8(F Horn 2)&P8(Violoncello)&P8(Contrabass),P8(Bassoon 2)&P8(F Horn 1)&P8(Violoncello)&P8(Contrabass),U(Oboe 1)&P3(Oboe 2),P3(Viola),P3(Violin 2),U(Bassoon 2)&P8(F Horn 1)&P8(F Horn 2)&P8(Contrabass),P8(Bassoon 2)&P8(F Horn 1)&P8(F Horn 2)&P8(Violoncello)
1240.0,1244.0,,,P3(Oboe 2)&U(Violin 1),P3(Oboe 1)&P3(Violin 1),Main Part,,,P8(F Horn 1)&P8(F Horn 2)&U(Violoncello)&P8(Contrabass),P8(Bassoon 2)&P8(F Horn 2)&P8(Violoncello)&P8(Contrabass),P8(Bassoon 2)&P8(F Horn 1)&P8(Violoncello)&P8(Contrabass),U(Oboe 1)&P3(Oboe 2),P3(Viola),P3(Violin 2),U(Bassoon 2)&P8(F Horn 1)&P8(F Horn 2)&P8(Contrabass),P8(Bassoon 2)&P8(F Horn 1)&P8(F Horn 2)&P8(Violoncello)
1244.0,1248.0,,,P3(Oboe 2)&U(Violin 1),P3(Oboe 1)&P3(Violin 1),Main Part,,,P8(F Horn 1)&P8(F Horn 2)&U(Violoncello)&P8(Contrabass),P8(Bassoon 2)&P8(F Horn 2)&P8(Violoncello)&P8(Contrabass),P8(Bassoon 2)&P8(F Horn 1)&P8(Violoncello)&P8(Contrabass),U(Oboe 1)&P3(Oboe 2),P3(Viola),P3(Violin 2),U(Bassoon 2)&P8(F Horn 1)&P8(F Horn 2)&P8(Contrabass),P8(Bassoon 2)&P8(F Horn 1)&P8(F Horn 2)&P8(Violoncello)
1248.0,1258.5,,,P3(Oboe 2),P3(Oboe 1),Main Part,,,,P3(Violin 2),,,P3(F Horn 1),,P8(Contrabass),P8(Violoncello)
1258.5,1270.0,,,,,,,,,,,Main Part,,,P8(Contrabass),P8(Violoncello)
1270.0,1280.0,Main Part,,,,P8(Bassoon 1),,P8(Bb Clarinet 1),,,,P8(Violoncello)&P8(Contrabass),,,P8(Violin 1)&P8(Contrabass),P8(Violin 1)&P8(Violoncello)
1280.0,1284.0,P8(Flute 2)&U(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 2)&P8(Bassoon 2)&P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Oboe 1)&U(Oboe 2)&P8(Bb Clarinet 2)&P8(Bassoon 2)&U(Violin 1)&U(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),U(Flute 1)&P8(Flute 2)&P8(Oboe 2)&P8(Bb Clarinet 2)&P8(Bassoon 2)&P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&U(Flute 2)&P8(Oboe 1)&P8(Bb Clarinet 2)&P8(Bassoon 2)&U(Violin 1)&U(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),Main Part,P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bassoon 2)&P8(Violin 1)&P8(Violin 2)&U(Viola)&P8(Violoncello)&P8(Contrabass),P8(Main),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 2)&P8(Violin 1)&P8(Violin 2)&P8(Viola)&U(Violoncello)&P8(Contrabass),,,P8(Flute 1)&U(Flute 2)&P8(Oboe 1)&U(Oboe 2)&P8(Bb Clarinet 2)&P8(Bassoon 2)&U(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&U(Flute 2)&P8(Oboe 1)&U(Oboe 2)&P8(Bb Clarinet 2)&P8(Bassoon 2)&U(Violin 1)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&U(Bb Clarinet 2)&P8(Bassoon 2)&P8(Violin 1)&P8(Violin 2)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 2)&U(Bassoon 2)&P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 2)&P8(Bassoon 2)&P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Violoncello)
1284.0,1298.0,P8(Bassoon 2),,P8(Main),,,P8(Bassoon 1)&P8(Violin 2),P8(Bb Clarinet 2)&P8(Violin 2),P8(Flute 1),,,Main Part,P8(Bb Clarinet 2)&P8(Bassoon 1),P8(Violoncello)&P8(Contrabass),P8(Viola)&P8(Contrabass),P8(Viola)&P8(Violoncello)
